mito,geno,sex,chromo,day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
sm21,9061,m,Cy,7,2,sm21_9061_m_Cy_7__all,39,89,1.8025,19.136,0.9933,0,0.016
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__1,41,91,2.159,19.7465,0.9779,0,0.035
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__2,49,99,1.0487,50.476,0.9122,0,0.0358
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__3,38,88,2.3942,-2.6852,0.9895,0,0.0266
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__4,9,59,1.1321,30.9015,0.9576,0,0.0259
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__5,23,73,2.404,4.0132,0.9936,0,0.0208
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__6,17,67,1.6298,24.6876,0.972,0,0.03
sm21,9061,m,Cy,7,3,sm21_9061_m_Cy_7__all,32,82,1.6649,25.0355,0.9936,0,0.0143
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__1,17,67,2.1985,29.3461,0.9831,0,0.0311
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__2,36,86,3.1618,45.1826,0.9692,0,0.0611
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__3,19,69,3.0018,34.8182,0.9848,0,0.0403
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__4,19,69,3.3981,16.4665,0.9876,0,0.041
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__5,23,73,3.6793,21.7524,0.989,0,0.0419
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__6,10,60,2.3466,30.8492,0.9934,0,0.0205
sm21,9061,m,Df,7,1,sm21_9061_m_Df_7__all,34,84,3.3765,18.6582,0.9975,0,0.0181
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__1,16,66,4.2418,51.3766,0.9948,0,0.033
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__2,25,75,3.7322,45.1362,0.9877,0,0.0449
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__3,22,72,3.8277,41.6242,0.9894,0,0.0426
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__4,4,54,4.819,48.1197,0.9918,0,0.0472
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__5,3,53,2.9804,63.684,0.9935,0,0.026
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__6,0,50,2.8967,51.2545,0.9877,0,0.0349
sm21,9061,m,Df,7,2,sm21_9061_m_Df_7__all,4,54,3.441,56.5835,0.9977,0,0.0179
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__1,25,75,3.5064,18.4313,0.9938,0,0.0298
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__2,62,112,4.324,2.8302,0.9903,0,0.046
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__3,29,79,3.7692,6.2181,0.9926,0,0.0349
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__4,25,75,4.3123,1.6299,0.9857,0,0.0561
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__5,16,66,3.8747,21.2093,0.9801,0,0.0596
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__6,14,64,1.9614,36.6715,0.9668,0,0.0394
sm21,9061,m,Df,7,3,sm21_9061_m_Df_7__all,30,80,3.3945,21.659,0.9948,0,0.0264
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__1,0,50,1.4758,34.8314,0.9899,0,0.016
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__2,42,92,2.4308,8.4866,0.9939,0,0.0206
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__3,65,115,4.3678,-46.259,0.9945,0,0.0348
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__4,33,83,1.6441,46.0048,0.9792,0,0.0259
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__5,0,50,1.9543,35.3804,0.9908,0,0.0203
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__6,60,110,3.6109,11.7137,0.9846,0,0.0488
sm21,w1118,f,Cy,7,1,sm21_w1118_f_Cy_7__all,7,57,1.9913,36.9768,0.9987,0,0.0079
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__1,8,58,2.1317,36.671,0.9838,0,0.0295
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__2,69,119,3.1379,-3.2846,0.9778,0,0.051
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__3,7,57,2.3201,38.0484,0.9817,0,0.0342
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__4,3,53,2.155,43.4022,0.9824,0,0.0312
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__5,22,72,2.6784,20.6001,0.9857,0,0.0348
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__6,69,119,2.0372,41.5776,0.9887,0,0.0235
sm21,w1118,f,Cy,7,2,sm21_w1118_f_Cy_7__all,17,67,2.2077,36.3171,0.9967,0,0.0136
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__1,7,57,1.5461,41.0663,0.9823,0,0.0224
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__2,59,109,2.8121,13.345,0.9782,0,0.0453
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__3,36,86,2.1033,43.1776,0.9772,0,0.0347
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__4,0,50,2.5604,55.0088,0.9787,0,0.0408
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__5,32,82,2.9883,33.592,0.9936,0,0.0258
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__6,81,131,2.1148,27.5023,0.9458,0,0.0552
sm21,w1118,f,Cy,7,3,sm21_w1118_f_Cy_7__all,41,91,2.3543,37.423,0.9954,0,0.0171
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__1,27,77,2.7149,16.1353,0.9797,0,0.0422
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__2,29,79,3.5562,11.6312,0.9861,0,0.0455
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__3,31,81,3.3167,27.8622,0.9864,0,0.042
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__4,3,53,1.7225,37.3349,0.9893,0,0.0193
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__5,82,132,3.4137,6.1006,0.9948,0,0.0265
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__6,32,82,2.2466,13.7348,0.9851,0,0.0298
sm21,w1118,f,Df,7,1,sm21_w1118_f_Df_7__all,41,91,2.8275,21.0961,0.9967,0,0.0176
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__1,16,66,1.8005,37.1553,0.978,0,0.0292
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__2,46,96,2.7061,32.1113,0.9892,0,0.0305
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__3,0,50,1.7623,52.0089,0.9796,0,0.0275
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__4,11,61,2.6596,40.7163,0.9728,0,0.0482
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__5,58,108,3.1949,39.5382,0.9912,0,0.0324
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__6,0,50,2.1968,36.672,0.9808,0,0.0331
sm21,w1118,f,Df,7,2,sm21_w1118_f_Df_7__all,28,78,2.5224,34.244,0.9965,0,0.0161
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__1,5,55,2.0731,44.2333,0.9878,0,0.0248
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__2,53,103,2.3383,14.138,0.9757,0,0.0399
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__3,6,56,2.2859,40.2695,0.9888,0,0.0262
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__4,35,85,2.5109,25.2259,0.9923,0,0.0238
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__5,41,91,3.7888,-3.6909,0.9968,0,0.023
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__6,54,104,3.6656,-13.9944,0.9931,0,0.0328
sm21,w1118,f,Df,7,3,sm21_w1118_f_Df_7__all,24,74,2.379,31.1367,0.9973,0,0.0133
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__1,8,58,1.4087,41.9106,0.9696,0,0.027
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__2,56,106,0.9458,40.6294,0.9324,0,0.0279
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__3,17,67,1.9283,38.9944,0.9654,0,0.0396
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__4,32,82,2.3032,31.4834,0.9724,0,0.042
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__5,0,50,1.5805,37.8053,0.9549,0,0.0373
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__6,4,54,1.4561,22.5452,0.9857,0,0.0189
sm21,w1118,m,Cy,7,1,sm21_w1118_m_Cy_7__all,11,61,1.3542,41.3962,0.9947,0,0.0107
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__1,75,125,0.9496,51.8252,0.924,0,0.0299
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__2,75,125,1.7208,-4.7136,0.9355,0,0.0494
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__3,0,50,0.8853,41.8525,0.954,0,0.0211
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__4,30,80,0.9847,45.9642,0.9339,0,0.0286
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__5,0,50,2.212,33.7209,0.9821,0,0.0322
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__6,24,74,1.5781,26.99,0.9783,0,0.0254
sm21,w1118,m,Cy,7,2,sm21_w1118_m_Cy_7__all,27,77,1.0712,42.8954,0.9875,0,0.013
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__1,8,58,1.479,24.0452,0.9822,0,0.0215
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__2,65,115,0.8263,26.0089,0.9248,0,0.0258
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__3,8,58,1.2077,50.5293,0.9732,0,0.0217
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__4,26,76,1.4147,19.0762,0.9856,0,0.0185
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__5,51,101,1.6585,24.4959,0.9676,0,0.0329
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__6,68,118,1.5401,10.9007,0.9512,0,0.038
sm21,w1118,m,Cy,7,3,sm21_w1118_m_Cy_7__all,30,80,1.0605,38.3888,0.9932,0,0.0094
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__1,8,58,2.5965,36.6843,0.9857,0,0.0337
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__2,19,69,2.0819,29.618,0.9875,0,0.0252
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__3,16,66,2.9131,19.5703,0.9889,0,0.0333
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__4,26,76,1.7787,25.5879,0.9928,0,0.0163
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__5,21,71,2.4777,45.6385,0.9545,0,0.0588
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__6,6,56,1.6046,23.8983,0.9869,0,0.0199
sm21,w1118,m,Df,7,1,sm21_w1118_m_Df_7__all,21,71,2.1605,31.2896,0.9981,0,0.0101
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__1,58,108,1.7347,10.1769,0.9457,0,0.0453
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__2,0,50,1.3852,34.0866,0.9788,0,0.022
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__3,0,50,1.5209,47.2148,0.9782,0,0.0246
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__4,14,64,1.8121,50.6867,0.9765,0,0.0304
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__5,0,50,2.5444,34.6201,0.9892,0,0.0286
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__6,2,52,1.0229,38.6482,0.9555,0,0.024
sm21,w1118,m,Df,7,2,sm21_w1118_m_Df_7__all,7,57,1.4688,43.487,0.9955,0,0.0107
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__1,22,72,2.1584,26.6995,0.9667,0,0.0434
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__2,30,80,1.4527,17.7647,0.9677,0,0.0288
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__3,12,62,1.7933,45.9092,0.9826,0,0.0258
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__4,26,76,1.3654,30.7625,0.9707,0,0.0257
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__5,25,75,1.4745,42.9841,0.9271,0,0.0453
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__6,18,68,1.5662,31.2999,0.9706,0,0.0295
sm21,w1118,m,Df,7,3,sm21_w1118_m_Df_7__all,22,72,1.566,33.9997,0.9931,0,0.0141
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__1,36,86,1.9924,9.6632,0.9914,0,0.02
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__2,44,94,3.2204,-10.0644,0.9903,0,0.0344
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__3,86,136,3.2964,-24.639,0.9967,0,0.0205
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__4,54,104,1.5367,5.2556,0.9815,0,0.0228
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__5,47,97,2.791,-11.8928,0.9888,0,0.0321
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__6,62,112,2.0246,37.123,0.9895,0,0.0225
w1118,8906,f,Cy,7,1,w1118_8906_f_Cy_7__all,47,97,2.4914,0.8745,0.9962,0,0.0165
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__1,42,92,2.5952,-5.1126,0.9898,0,0.0284
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__2,32,82,2.3028,25.2236,0.9839,0,0.0318
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__3,74,124,3.2674,13.7565,0.9945,0,0.0262
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__4,50,100,2.1079,-17.1735,0.9878,0,0.0253
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__5,56,106,3.4528,-31.2192,0.9929,0,0.0314
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__6,27,77,2.974,-0.7865,0.9921,0,0.0285
w1118,8906,f,Cy,7,2,w1118_8906_f_Cy_7__all,53,103,2.7973,-3.4747,0.9988,0,0.0105
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__1,55,105,2.6425,-20.7041,0.9936,0,0.0228
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__2,24,74,2.5333,17.1178,0.9886,0,0.0294
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__3,28,78,3.4776,4.1041,0.9967,0,0.0215
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__4,34,84,1.1643,16.6508,0.9793,0,0.0183
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__5,24,74,2.7717,2.9063,0.9888,0,0.0319
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__6,49,99,2.8999,-7.0286,0.9871,0,0.0357
w1118,8906,f,Cy,7,3,w1118_8906_f_Cy_7__all,36,86,2.39,9.1841,0.9982,0,0.011
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__1,0,50,1.8945,35.8601,0.9807,0,0.0287
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__2,21,71,1.9911,27.8489,0.987,0,0.0247
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__3,46,96,2.2504,9.9819,0.9896,0,0.0249
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__4,7,57,1.6424,38.648,0.9851,0,0.0218
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__5,83,133,2.4132,-14.1284,0.9729,0,0.0436
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__6,37,87,2.4965,8.8124,0.9741,0,0.0441
w1118,8906,f,Df,7,1,w1118_8906_f_Df_7__all,84,134,1.9494,25.6302,0.9958,0,0.0136
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__1,46,96,2.6363,-2.2115,0.9894,0,0.0293
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__2,32,82,3.1351,17.11,0.9891,0,0.0354
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__3,6,56,1.9362,25.8335,0.9869,0,0.024
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__4,26,76,2.0082,18.0873,0.9896,0,0.0222
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__5,0,50,1.9913,35.0168,0.9797,0,0.031
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__6,13,63,1.8054,33.3215,0.982,0,0.0264
w1118,8906,f,Df,7,2,w1118_8906_f_Df_7__all,40,90,2.227,22.3666,0.9968,0,0.0137
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__1,43,93,3.0409,5.6334,0.989,0,0.0345
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__2,39,89,2.9582,16.5231,0.9867,0,0.037
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__3,0,50,1.6655,39.4029,0.9807,0,0.0253
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__4,16,66,2.8078,27.408,0.9923,0,0.0266
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__5,50,100,1.5909,34.2846,0.9716,0,0.0294
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__6,8,58,2.72,35.7533,0.978,0,0.0441
w1118,8906,f,Df,7,3,w1118_8906_f_Df_7__all,21,71,2.3113,31.6474,0.9969,0,0.0138
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__1,57,107,2.6579,12.0127,0.9911,0,0.0271
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__2,26,76,2.9653,16.9622,0.9933,0,0.0262
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__3,16,66,1.7288,26.0459,0.979,0,0.0274
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__4,27,77,1.727,38.6529,0.97,0,0.0329
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__5,7,57,3.1958,21.4807,0.9908,0,0.0332
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__6,15,65,1.6875,21.813,0.9735,0,0.0301
w1118,8906,m,Cy,7,1,w1118_8906_m_Cy_7__all,51,101,1.8191,37.9746,0.9952,0,0.0136
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__1,34,84,2.585,19.7378,0.9911,0,0.0263
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__2,5,55,2.143,29.987,0.9881,0,0.0254
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__3,22,72,1.3544,23.6841,0.9786,0,0.0216
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__4,5,55,1.9024,28.7325,0.9847,0,0.0255
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__5,28,78,2.5878,12.4728,0.9921,0,0.0248
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__6,19,69,1.7762,16.6085,0.9898,0,0.0194
w1118,8906,m,Cy,7,2,w1118_8906_m_Cy_7__all,28,78,2.0567,21.9105,0.9975,0,0.0112
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__1,46,96,3.8234,-3.5429,0.9882,0,0.0451
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__2,44,94,3.7711,6.667,0.9843,0,0.0514
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__3,35,85,1.1994,22.7012,0.9843,0,0.0163
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__4,20,70,2.7315,23.912,0.9922,0,0.0261
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__5,35,85,2.2344,16.7608,0.9812,0,0.0334
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__6,28,78,1.4365,23.845,0.9804,0,0.0219
w1118,8906,m,Cy,7,3,w1118_8906_m_Cy_7__all,20,70,2.0902,28.2332,0.9982,0,0.0096
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__1,38,88,2.3983,17.422,0.9833,0,0.0338
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__2,11,61,1.4685,43.4969,0.9762,0,0.0248
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__3,31,81,2.2833,43.5009,0.9771,0,0.0378
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__4,8,58,1.752,34.9591,0.9822,0,0.0255
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__5,0,50,1.9251,41.9075,0.9869,0,0.0239
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__6,20,70,3.2516,18.6506,0.9907,0,0.034
w1118,8906,m,Df,7,1,w1118_8906_m_Df_7__all,6,56,1.8345,41.3737,0.9954,0,0.0134
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__1,27,77,1.4015,27.4354,0.9771,0,0.0232
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__2,2,52,1.7296,34.6807,0.9867,0,0.0217
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__3,4,54,2.5683,31.4859,0.9933,0,0.0227
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__4,2,52,1.4147,48.2117,0.9237,0,0.0446
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__5,11,61,2.4425,25.7231,0.9894,0,0.0272
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__6,30,80,2.1716,20.2577,0.9774,0,0.0357
w1118,8906,m,Df,7,2,w1118_8906_m_Df_7__all,11,61,1.7894,34.4238,0.9962,0,0.0119
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__1,91,141,1.9309,-5.2583,0.9238,0,0.0608
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__2,2,52,2.3047,55.3636,0.9717,0,0.0426
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__3,0,50,2.2844,67.3638,0.9658,0,0.0466
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__4,25,75,1.1601,38.24,0.9619,0,0.0251
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__5,3,53,1.8185,54.7374,0.9554,0,0.0427
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__6,6,56,2.3767,43.6078,0.9821,0,0.0347
w1118,8906,m,Df,7,3,w1118_8906_m_Df_7__all,8,58,1.7202,53.0843,0.993,0,0.0155
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__1,40,90,3.1708,-15.8133,0.9958,0,0.0221
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__2,89,139,1.8319,56.6085,0.9916,0,0.0182
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__3,52,102,3.5041,10.4373,0.9834,0,0.0492
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__4,47,97,2.2556,1.9807,0.98,0,0.0348
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__5,19,69,1.908,12.3073,0.9876,0,0.0231
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__6,28,78,3.0103,10.4848,0.9902,0,0.0322
w1118,9061,f,Cy,7,1,w1118_9061_f_Cy_7__all,41,91,2.8484,2.2104,0.9964,0,0.0185
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__1,85,135,2.4827,10.949,0.9979,0,0.0123
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__2,92,142,2.5604,35.5242,0.9983,0,0.0113
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__3,56,106,3.6951,-20.4352,0.9957,0,0.0261
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__4,64,114,2.6147,-6.2229,0.9937,0,0.0224
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__5,75,125,2.2588,52.4185,0.9947,0,0.0177
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__6,27,77,2.5019,5.4568,0.9909,0,0.0259
w1118,9061,f,Cy,7,2,w1118_9061_f_Cy_7__all,46,96,2.9208,2.0386,0.9984,0,0.0124
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__1,7,57,1.9533,27.6219,0.9902,0,0.0209
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__2,52,102,2.951,17.0346,0.9953,0,0.0218
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__3,72,122,2.676,0.8981,0.9775,0,0.0438
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__4,39,89,2.6709,-5.4868,0.993,0,0.0242
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__5,91,141,2.4966,49.1924,0.9941,0,0.0208
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__6,52,102,1.7824,28.2191,0.9921,0,0.0172
w1118,9061,f,Cy,7,3,w1118_9061_f_Cy_7__all,77,127,2.3053,29.1133,0.9977,0,0.0119
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__1,90,140,1.8544,70.8084,0.9978,0,0.0094
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__2,28,78,3.5004,-0.5056,0.995,0,0.0268
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__3,43,93,3.8339,-17.8723,0.9956,0,0.0273
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__4,35,85,4.0491,-17.2733,0.9932,0,0.036
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__5,85,135,3.0334,-0.7588,0.9944,0,0.0245
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__6,25,75,3.989,2.8049,0.9952,0,0.0298
w1118,9061,f,Df,7,1,w1118_9061_f_Df_7__all,43,93,3.7987,-12.3574,0.9989,0,0.0134
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__1,48,98,3.205,-4.1604,0.9944,0,0.0258
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__2,45,95,3.9134,2.8224,0.9939,0,0.0329
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__3,62,112,3.374,17.9545,0.9901,0,0.0364
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__4,2,52,1.9599,47.1537,0.9855,0,0.0257
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__5,31,81,2.6662,10.3848,0.9803,0,0.0408
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__6,33,83,4.8047,6.9827,0.9972,0,0.0273
w1118,9061,f,Df,7,2,w1118_9061_f_Df_7__all,22,72,3.2122,19.5459,0.9965,0,0.0204
w1118,9061,f,Df,7,3,w1118_9061_f_Df_7__1,52,102,3.5361,-8.8757,0.9954,0,0.0258
w1118,9061,f,Df,7,3,w1118_9061_f_Df_7__2,79,129,3.9557,9.6272,0.9903,0,0.0421
