mito,geno,sex,chromo,day,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__1,66,116,1.7723,11.3675,0.9803,0,0.0271
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__2,29,79,2.9388,17.773,0.968,0,0.0579
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__3,39,89,2.6243,22.111,0.9958,0,0.0184
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__4,10,60,1.6379,35.2041,0.9834,0,0.0229
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__5,27,77,3.018,16.4288,0.9896,0,0.0333
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__6,10,60,2.0037,27.5026,0.9878,0,0.024
yak,w1118,m,Df,7,2,yak_w1118_m_Df_7__all,45,95,1.8509,36.5215,0.9977,0,0.0095
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__1,50,100,1.5098,11.747,0.9602,0,0.0334
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__2,0,50,1.8738,46.4839,0.9858,0,0.0243
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__3,3,53,2.1517,43.7257,0.9834,0,0.0301
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__4,4,54,1.795,29.7392,0.9866,0,0.0226
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__5,16,66,2.0003,31.6825,0.9844,0,0.0272
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__6,72,122,2.3741,-25.5843,0.9903,0,0.0253
yak,w1118,m,Df,7,3,yak_w1118_m_Df_7__all,12,62,1.6787,36.0267,0.9956,0,0.012
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__1,53,103,2.5312,-19.658,0.9805,0,0.0386
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__2,43,93,2.8179,15.2685,0.9959,0,0.0194
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__3,40,90,3.1247,-9.113,0.9936,0,0.027
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__4,74,124,1.8469,21.3464,0.9933,0,0.0163
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__5,28,78,2.6651,20.6335,0.993,0,0.024
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__6,28,78,2.4839,9.3168,0.9888,0,0.0285
Zim,8906,f,Cy,24,1,Zim_8906_f_Cy_24__all,49,99,2.4914,8.3207,0.9981,0,0.0118
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__1,48,98,2.1462,-3.7857,0.9926,0,0.0199
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__2,47,97,2.8666,-11.9873,0.9937,0,0.0245
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__3,84,134,2.2825,36.861,0.9952,0,0.0171
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__4,64,114,1.9031,8.9823,0.9808,0,0.0288
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__5,63,113,2.3737,2.9832,0.9761,0,0.0401
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__6,90,140,2.5354,-5.0983,0.9967,0,0.0157
Zim,8906,f,Cy,24,2,Zim_8906_f_Cy_24__all,52,102,2.4179,0.437,0.9982,0,0.0109
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__1,47,97,2.1295,-3.7194,0.98,0,0.0329
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__2,37,87,2.7119,0.4892,0.9925,0,0.0254
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__3,89,139,1.9685,38.5076,0.9916,0,0.0195
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__4,52,102,2.7644,-13.8853,0.9953,0,0.0204
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__5,27,77,2.1353,11.8992,0.9873,0,0.0261
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__6,91,141,2.3267,-4.349,0.9864,0,0.0295
Zim,8906,f,Cy,24,3,Zim_8906_f_Cy_24__all,52,102,2.5513,-3.12,0.9973,0,0.0142
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__1,8,58,1.9983,19.1926,0.986,0,0.0257
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__2,89,139,3.3701,-16.3349,0.9918,0,0.033
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__3,90,140,2.7623,-4.0476,0.9954,0,0.0201
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__4,63,113,3.3987,-31.7635,0.9938,0,0.0289
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__5,77,127,3.9211,-15.7082,0.998,0,0.0187
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__6,60,110,2.82,-9.1296,0.9907,0,0.0294
Zim,8906,f,Df,24,1,Zim_8906_f_Df_24__all,69,119,3.0947,-11.6856,0.9981,0,0.0144
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__1,17,67,1.9936,31.7195,0.972,0,0.0366
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__2,91,141,2.5858,19.1704,0.9965,0,0.0164
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__3,56,106,2.3325,-3.4992,0.9873,0,0.0286
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__4,79,129,2.9696,-28.3155,0.9898,0,0.0325
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__5,90,140,2.7053,21.8448,0.995,0,0.0206
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__6,68,118,2.3929,-19.7504,0.985,0,0.0318
Zim,8906,f,Df,24,2,Zim_8906_f_Df_24__all,52,102,2.4419,4.0709,0.9976,0,0.0128
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__1,89,139,1.6723,1.6047,0.9611,0,0.0365
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__2,79,129,2.0552,6.0666,0.9699,0,0.0392
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__3,86,136,1.3339,9.6877,0.9611,0,0.0291
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__4,90,140,2.081,-21.9383,0.9816,0,0.0307
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__5,1,51,1.6749,31.1659,0.9818,0,0.0246
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__6,13,63,1.3568,27.598,0.9671,0,0.0271
Zim,8906,f,Df,24,3,Zim_8906_f_Df_24__all,81,131,1.6508,7.0335,0.9929,0,0.015
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__1,37,87,2.1045,12.5402,0.975,0,0.0365
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__2,63,113,2.1644,30.3658,0.9934,0,0.019
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__3,6,56,1.2782,57.3762,0.9083,0,0.0447
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__4,51,101,2.8068,18.342,0.9942,0,0.0231
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__5,39,89,3.0433,9.0398,0.9884,0,0.0355
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__6,33,83,3.7764,8.4126,0.991,0,0.0387
Zim,8906,m,Cy,24,1,Zim_8906_m_Cy_24__all,33,83,2.6288,18.1104,0.9959,0,0.0182
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__1,56,106,2.6077,-2.3149,0.982,0,0.0381
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__2,23,73,2.1688,16.8155,0.9911,0,0.0221
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__3,54,104,1.5939,15.5039,0.9714,0,0.0296
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__4,33,83,3.5051,-2.2387,0.9905,0,0.0369
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__5,32,82,2.4267,1.0267,0.9912,0,0.0246
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__6,46,96,3.1563,21.8304,0.9946,0,0.0251
Zim,8906,m,Cy,24,2,Zim_8906_m_Cy_24__all,29,79,2.3573,15.7104,0.9972,0,0.0133
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__1,44,94,2.8708,-7.6762,0.9892,0,0.0323
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__2,33,83,1.6788,10.5995,0.9739,0,0.0297
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__3,15,65,1.7428,27.7549,0.9753,0,0.03
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__4,45,95,1.3844,44.4805,0.9692,0,0.0267
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__5,25,75,3.0482,31.125,0.9937,0,0.0262
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__6,21,71,3.6363,34.1571,0.9747,0,0.0633
Zim,8906,m,Cy,24,3,Zim_8906_m_Cy_24__all,20,70,2.1829,30.3111,0.9945,0,0.0174
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__1,80,130,2.3197,18.356,0.9948,0,0.0181
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__2,34,84,2.0813,48.2661,0.9751,0,0.036
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__3,81,131,1.5412,2.8628,0.9743,0,0.0271
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__4,39,89,1.9992,29.4116,0.9802,0,0.0307
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__5,61,111,2.2678,23.5841,0.984,0,0.0312
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__6,34,84,1.9214,25.8901,0.9858,0,0.0249
Zim,8906,m,Df,24,1,Zim_8906_m_Df_24__all,36,86,1.8351,32.4444,0.9946,0,0.0146
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__1,86,136,1.7285,33.5686,0.9937,0,0.0148
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__2,71,121,1.934,10.3121,0.9785,0,0.031
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__3,74,124,0.9016,41.8578,0.9756,0,0.0154
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__4,18,68,2.0684,20.9803,0.9832,0,0.0292
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__5,74,124,1.7625,29.5824,0.9887,0,0.0203
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__6,70,120,1.5031,16.0341,0.9645,0,0.0313
Zim,8906,m,Df,24,2,Zim_8906_m_Df_24__all,80,130,1.6292,25.3204,0.9959,0,0.0113
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__1,0,50,1.3292,42.5122,0.9634,0,0.0281
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__2,55,105,1.3453,33.1299,0.943,0,0.0361
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__3,19,69,1.1207,38.9188,0.9477,0,0.0287
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__4,0,50,1.626,48.5498,0.978,0,0.0264
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__5,74,124,2.2846,12.5,0.9829,0,0.0325
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__6,0,50,1.7503,45.4884,0.9729,0,0.0316
Zim,8906,m,Df,24,3,Zim_8906_m_Df_24__all,1,51,1.3237,46.6442,0.9946,0,0.0105
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__1,6,56,0.814,26.8138,0.9499,0,0.0204
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__2,66,116,2.0778,-4.5283,0.985,0,0.0276
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__3,46,96,3.7713,-32.5907,0.9848,0,0.0506
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__4,59,109,1.4343,5.8894,0.9847,0,0.0193
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__5,25,75,2.7621,15.8858,0.9725,0,0.0503
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__6,24,74,2.1116,8.3264,0.9897,0,0.0232
Zim,9061,f,Cy,24,1,Zim_9061_f_Cy_24__all,39,89,2.1524,4.7823,0.9953,0,0.0158
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__1,1,51,1.0549,33.4123,0.9566,0,0.0244
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__2,19,69,2.4745,9.317,0.9898,0,0.027
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__3,64,114,3.5336,-25.5019,0.9711,0,0.066
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__4,35,85,2.5139,-6.3608,0.9704,0,0.0475
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__5,28,78,3.5489,-1.2955,0.9936,0,0.0307
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__6,29,79,3.3539,-4.9625,0.9935,0,0.0293
Zim,9061,f,Cy,24,2,Zim_9061_f_Cy_24__all,36,86,2.8302,0.4169,0.9972,0,0.0163
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__1,2,52,1.2681,28.6056,0.978,0,0.0206
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__2,65,115,2.3229,-3.8226,0.9839,0,0.032
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__3,46,96,3.1947,25.8096,0.9986,0,0.0128
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__4,26,76,1.7868,14.4217,0.9694,0,0.0344
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__5,2,52,2.0815,28.3563,0.9915,0,0.0208
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__6,7,57,2.0387,24.5752,0.9887,0,0.0235
Zim,9061,f,Cy,24,3,Zim_9061_f_Cy_24__all,63,113,2.3876,12.6377,0.9967,0,0.0148
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__1,34,84,1.4653,18.3813,0.9786,0,0.0234
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__2,37,87,3.1529,-1.3125,0.9932,0,0.0281
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__3,52,102,2.7196,-6.5007,0.9876,0,0.0328
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__4,8,58,1.746,29.6786,0.9857,0,0.0227
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__5,30,80,2.3325,11.5826,0.9843,0,0.0318
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__6,48,98,3.7799,-23.242,0.994,0,0.0316
Zim,9061,f,Df,24,1,Zim_9061_f_Df_24__all,37,87,2.3709,10.4964,0.9967,0,0.0147
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__1,55,105,1.9851,3.8746,0.9845,0,0.0269
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__2,57,107,3.1413,7.6373,0.9951,0,0.0236
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__3,67,117,2.4126,15.6709,0.9929,0,0.022
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__4,68,118,1.7843,59.8498,0.9871,0,0.022
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__5,91,141,2.7899,1.7094,0.9949,0,0.0214
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__6,49,99,3.4107,-19.8307,0.9938,0,0.029
Zim,9061,f,Df,24,2,Zim_9061_f_Df_24__all,53,103,2.8365,-0.7493,0.9992,0,0.0088
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__1,66,116,2.7168,-23.5598,0.9946,0,0.0215
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__2,60,110,3.2921,7.4437,0.9964,0,0.0214
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__3,71,121,3.0007,-0.7089,0.9908,0,0.0312
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__4,29,79,2.9127,13.336,0.9938,0,0.0248
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__5,33,83,3.1764,-4.1079,0.9916,0,0.0316
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__6,30,80,3.2528,11.3615,0.9946,0,0.0258
Zim,9061,f,Df,24,3,Zim_9061_f_Df_24__all,42,92,2.9048,6.6364,0.9989,0,0.0105
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__1,29,79,1.1942,16.2008,0.9728,0,0.0216
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__2,24,74,3.3979,9.9102,0.9674,0,0.0675
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__3,28,78,1.7796,8.0855,0.9804,0,0.0272
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__4,14,64,1.9029,44.9542,0.9711,0,0.0355
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__5,6,56,1.3844,24.3022,0.9843,0,0.0189
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__6,37,87,3.5363,-15.1766,0.9862,0,0.0452
Zim,9061,m,Cy,24,1,Zim_9061_m_Cy_24__all,25,75,2.1614,18.9421,0.9942,0,0.0178
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__1,63,113,1.1098,4.9936,0.9666,0,0.0224
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__2,7,57,1.8597,26.3556,0.9822,0,0.0271
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__3,25,75,2.7997,7.1989,0.9926,0,0.0261
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__4,69,119,2.3477,-0.1568,0.9882,0,0.0277
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__5,59,109,1.2113,35.8326,0.9658,0,0.0247
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__6,20,70,2.221,17.2306,0.9908,0,0.0231
Zim,9061,m,Cy,24,2,Zim_9061_m_Cy_24__all,41,91,1.9315,15.2666,0.9962,0,0.0128
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__1,17,67,0.9152,23.816,0.9652,0,0.0188
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__2,40,90,2.7187,-3.2206,0.9937,0,0.0233
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__3,28,78,2.6017,3.2592,0.9903,0,0.0277
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__4,35,85,2.9691,-9.4214,0.9902,0,0.0319
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__5,23,73,1.6978,17.3997,0.978,0,0.0275
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__6,14,64,1.6482,29.5712,0.9788,0,0.0262
Zim,9061,m,Cy,24,3,Zim_9061_m_Cy_24__all,35,85,2.3654,3.6028,0.9957,0,0.0166
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__1,31,81,2.5406,9.1414,0.9854,0,0.0334
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__2,35,85,3.3863,-0.7176,0.987,0,0.0419
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__3,27,77,3.6741,5.5889,0.9947,0,0.0287
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__4,85,135,3.0059,66.1281,0.9958,0,0.0209
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__5,59,109,4.1507,-4.3251,0.9988,0,0.0157
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__6,31,81,3.4376,18.8846,0.9842,0,0.047
Zim,9061,m,Df,24,1,Zim_9061_m_Df_24__all,31,81,3.5763,7.9716,0.9966,0,0.0225
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__1,55,105,3.5107,-11.8724,0.9867,0,0.0439
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__2,54,104,4.0208,31.7648,0.9955,0,0.0292
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__3,30,80,3.8339,4.373,0.996,0,0.026
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__4,36,86,4.5908,-5.9706,0.9978,0,0.0233
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__5,59,109,3.3477,29.6786,0.9884,0,0.039
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__6,47,97,3.932,-21.6876,0.9966,0,0.0247
Zim,9061,m,Df,24,2,Zim_9061_m_Df_24__all,36,86,4.0488,-1.9292,0.9986,0,0.0162
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__1,32,82,4.3575,1.0339,0.9968,0,0.0266
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__2,79,129,2.8698,10.088,0.9933,0,0.0254
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__3,27,77,2.5553,24.8935,0.9922,0,0.0243
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__4,43,93,4.0076,13.2936,0.9842,0,0.0547
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__5,82,132,3.2825,37.7985,0.9978,0,0.0164
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__6,30,80,3.2024,32.6485,0.9909,0,0.0331
Zim,9061,m,Df,24,3,Zim_9061_m_Df_24__all,37,87,3.5128,11.9869,0.9982,0,0.016
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__1,41,91,2.7726,-0.5644,0.9895,0,0.0308
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__2,91,141,3.1035,-19.9582,0.992,0,0.0299
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__3,45,95,4.0219,-6.5383,0.9943,0,0.0327
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__4,33,83,2.9806,6.0043,0.9932,0,0.0266
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__5,65,115,2.9193,-16.4774,0.9829,0,0.0416
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__6,41,91,4.4757,-29.7302,0.9917,0,0.0442
Zim,w1118,f,Cy,24,1,Zim_w1118_f_Cy_24__all,31,81,2.9569,4.1406,0.9979,0,0.0147
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__1,41,91,2.7544,-11.16,0.9904,0,0.0292
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__2,2,52,2.2804,27.1446,0.9635,0,0.0481
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__3,30,80,3.112,-0.3922,0.9949,0,0.0239
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__4,53,103,3.5829,-29.7133,0.9905,0,0.0377
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__5,9,59,2.0441,23.1517,0.9855,0,0.0268
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__6,25,75,2.5715,6.5668,0.9802,0,0.0395
Zim,w1118,f,Cy,24,2,Zim_w1118_f_Cy_24__all,41,91,2.761,1.6122,0.9953,0,0.0204
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__1,55,105,2.7249,-2.7851,0.9892,0,0.0307
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__2,37,87,3.443,32.596,0.9913,0,0.0347
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__3,51,101,4.1995,-31.4716,0.9933,0,0.037
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__4,16,66,2.1347,25.0555,0.9856,0,0.0278
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__5,53,103,3.0712,-7.2656,0.9837,0,0.0427
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__6,25,75,2.7249,16.1718,0.9873,0,0.0333
Zim,w1118,f,Cy,24,3,Zim_w1118_f_Cy_24__all,25,75,2.6034,17.8694,0.9971,0,0.0151
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__1,16,66,1.8253,24.8087,0.9879,0,0.0218
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__2,30,80,2.8271,-3.9405,0.9853,0,0.0372
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__3,42,92,2.2772,15.7022,0.9795,0,0.0356
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__4,33,83,3.5295,-15.9913,0.9908,0,0.0366
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__5,28,78,2.573,4.1126,0.9936,0,0.0222
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__6,7,57,2.0189,21.592,0.9932,0,0.018
Zim,w1118,f,Df,24,1,Zim_w1118_f_Df_24__all,33,83,2.6403,4.7461,0.9967,0,0.0164
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__1,43,93,2.7046,16.4453,0.9951,0,0.0204
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__2,15,65,2.078,27.9225,0.9886,0,0.0241
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__3,33,83,3.0236,6.7493,0.9913,0,0.0305
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__4,49,99,3.33,-8.4554,0.9914,0,0.0335
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__5,53,103,3.308,-4.8508,0.9875,0,0.0401
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__6,21,71,3.1697,8.5869,0.9937,0,0.0272
Zim,w1118,f,Df,24,2,Zim_w1118_f_Df_24__all,42,92,2.9477,7.9487,0.9985,0,0.0123
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__1,86,136,2.2079,1.8361,0.9882,0,0.026
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__2,47,97,3.087,-0.8728,0.9892,0,0.0348
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__3,11,61,2.8749,19.7175,0.9935,0,0.0251
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__4,13,63,2.3865,15.0347,0.9864,0,0.0302
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__5,1,51,1.7194,25.6887,0.9895,0,0.0191
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__6,75,125,3.1919,19.9027,0.9934,0,0.0281
Zim,w1118,f,Df,24,3,Zim_w1118_f_Df_24__all,37,87,2.7247,9.2792,0.998,0,0.013
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__1,17,67,3.2078,7.3701,0.9921,0,0.0309
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__2,48,98,2.8089,0.7701,0.9852,0,0.0372
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__3,8,58,3.4566,42.3992,0.9811,0,0.0518
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__4,26,76,2.7128,11.6313,0.9912,0,0.0275
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__5,56,106,2.5466,6.7981,0.9871,0,0.0313
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__6,20,70,1.8635,23.4662,0.9835,0,0.026
Zim,w1118,m,Cy,24,1,Zim_w1118_m_Cy_24__all,26,76,2.5476,20.7934,0.9968,0,0.0156
Zim,w1118,m,Cy,24,2,Zim_w1118_m_Cy_24__1,82,132,3.5039,-15.2681,0.9896,0,0.0387
Zim,w1118,m,Cy,24,2,Zim_w1118_m_Cy_24__2,11,61,1.595,23.0647,0.9945,0,0.0127
Zim,w1118,m,Cy,24,2,Zim_w1118_m_Cy_24__3,0,50,1.8189,32.3264,0.9702,0,0.0345
Zim,w1118,m,Cy,24,2,Zim_w1118_m_Cy_24__4,39,89,4.1373,-27.1005,0.9872,0,0.0508
