fly,X,Y,mito,nuc,sex
81,208,0.939366516,sm21,1491,f
82,338,0.794570136,sm21,1491,f
83,370,0.954751131,sm21,1491,f
84,384,0.802714932,sm21,1491,f
85,323,0.867873303,sm21,1491,f
86,148,0.939366516,sm21,1491,f
87,213,0.954751131,sm21,1491,f
88,390,0.882352941,sm21,1491,f
89,217,0.895022624,sm21,1491,f
90,104,0.919457014,sm21,1491,f
91,430,-0.019909502,sm21,1491,f
92,114,0.72760181,sm21,1491,f
93,83,0.740271493,sm21,1491,f
94,345,0.741176471,sm21,1491,f
95,303,0.847963801,sm21,1491,f
96,395,0.899547511,sm21,1491,f
97,357,0.835294118,sm21,1491,f
98,141,0.850678733,sm21,1491,f
99,222,0.746606335,sm21,1491,f
100,328,0.860633484,sm21,1491,f
101,150,0.869683258,sm21,1491,f
102,291,0.879638009,sm21,1491,f
103,126,0.896832579,sm21,1491,f
104,393,0.829864253,sm21,1491,f
105,274,0.881447964,sm21,1491,f
106,345,0.960180995,sm21,1491,f
107,310,0.962895928,sm21,1491,f
108,346,0.831674208,sm21,1491,f
109,120,0.908597285,sm21,1491,f
110,48,0.56561086,sm21,1491,f
111,56,0.785520362,sm21,1491,f
112,305,0.885972851,sm21,1491,f
113,254,0.768325792,sm21,1491,f
114,39,0.825339367,sm21,1491,f
115,80,0.881447964,sm21,1491,f
116,189,0.609049774,sm21,1491,f
117,29,0.864253394,sm21,1491,f
118,175,0.637104072,sm21,1491,f
119,62,0.839819005,sm21,1491,f
120,127,0.759276018,sm21,1491,f
121,123,0.686877828,sm21,1491,f
122,206,1,sm21,1491,f
123,36,0.994570136,sm21,1491,f
124,434,0.995475113,sm21,1491,f
125,325,1,sm21,1491,f
0,460,-0.070588235,zim,7837,f
1,153,0.132126697,zim,7837,f
2,394,0.373755656,zim,7837,f
3,352,0.575565611,zim,7837,f
4,311,0.704977376,zim,7837,f
5,146,0.300452489,zim,7837,f
6,395,0.570135747,zim,7837,f
7,401,0.387330317,zim,7837,f
8,309,0.316742081,zim,7837,f
9,251,0.025339367,zim,7837,f
10,329,0.341176471,zim,7837,f
11,283,0.427149321,zim,7837,f
12,229,0.600904977,zim,7837,f
13,113,0.770135747,zim,7837,f
14,326,0.646153846,zim,7837,f
15,202,0.660633484,zim,7837,f
16,393,0.650678733,zim,7837,f
17,242,0.656108597,zim,7837,f
18,279,0.819004525,zim,7837,f
19,73,0.701357466,zim,7837,f
20,177,0.68959276,zim,7837,f
21,444,0.719457014,zim,7837,f
22,195,0.806334842,zim,7837,f
23,293,0.575565611,zim,7837,f
24,225,0.555656109,zim,7837,f
25,292,0.684162896,zim,7837,f
26,46,0.619909502,zim,7837,f
27,17,-0.069683258,zim,7837,f
28,259,0.593665158,zim,7837,f
29,237,0.699547511,zim,7837,f
30,432,0.237104072,zim,7837,f
31,77,0.867873303,zim,7837,f
32,140,0.61719457,zim,7837,f
33,201,0.814479638,zim,7837,f
34,50,0.81719457,zim,7837,f
35,129,0.826244344,zim,7837,f
36,117,0.405429864,zim,7837,f
37,175,0.669683258,zim,7837,f
38,442,0.732126697,zim,7837,f
39,146,0.752941176,zim,7837,f
40,83,0.766515837,zim,7837,f
41,162,0.780995475,zim,7837,f
42,293,0.638914027,zim,7837,f
43,453,0.991855204,zim,7837,f
44,39,0.995475113,zim,7837,f
45,435,0.994570136,zim,7837,f
0,470,-0.069683258,sm21,w1118,m
1,275,-0.009954751,sm21,w1118,m
2,232,0.006334842,sm21,w1118,m
3,185,0.898642534,sm21,w1118,m
4,461,0.825339367,sm21,w1118,m
5,432,0.825339367,sm21,w1118,m
6,336,0.198190045,sm21,w1118,m
7,236,0.824434389,sm21,w1118,m
8,441,0.783710407,sm21,w1118,m
9,444,0.825339367,sm21,w1118,m
10,430,0.533031674,sm21,w1118,m
11,285,0.776470588,sm21,w1118,m
12,401,0.864253394,sm21,w1118,m
13,29,-0.066063348,sm21,w1118,m
14,257,0.399095023,sm21,w1118,m
15,264,0.770135747,sm21,w1118,m
16,335,0.809954751,sm21,w1118,m
17,283,0.769230769,sm21,w1118,m
18,187,0.904072398,sm21,w1118,m
19,467,0.74841629,sm21,w1118,m
20,423,0.754751131,sm21,w1118,m
21,381,0.6,sm21,w1118,m
22,380,0.644343891,sm21,w1118,m
23,270,0.757466063,sm21,w1118,m
24,406,0.80361991,sm21,w1118,m
25,232,0.813574661,sm21,w1118,m
26,442,0.865158371,sm21,w1118,m
27,102,0.534841629,sm21,w1118,m
28,254,0.733031674,sm21,w1118,m
29,282,0.772850679,sm21,w1118,m
30,378,0.842533937,sm21,w1118,m
31,213,0.873303167,sm21,w1118,m
32,172,0.495022624,sm21,w1118,m
33,150,0.821719457,sm21,w1118,m
34,142,0.83800905,sm21,w1118,m
35,342,0.852488688,sm21,w1118,m
36,221,0.864253394,sm21,w1118,m
37,278,0.869683258,sm21,w1118,m
38,186,0.894117647,sm21,w1118,m
39,350,0.913122172,sm21,w1118,m
40,248,0.808144796,sm21,w1118,m
41,231,0.825339367,sm21,w1118,m
42,212,0.737556561,sm21,w1118,m
43,202,0.769230769,sm21,w1118,m
44,291,0.870588235,sm21,w1118,m
45,316,0.711312217,sm21,w1118,m
46,212,0.789140271,sm21,w1118,m
47,325,0.793665158,sm21,w1118,m
48,322,0.704072398,sm21,w1118,m
49,242,0.769230769,sm21,w1118,m
50,317,0.810859729,sm21,w1118,m
51,368,0.819004525,sm21,w1118,m
52,176,0.857918552,sm21,w1118,m
53,178,0.764705882,sm21,w1118,m
54,163,0.550226244,sm21,w1118,m
55,361,0.740271493,sm21,w1118,m
56,198,0.850678733,sm21,w1118,m
57,69,0.862443439,sm21,w1118,m
58,237,0.915837104,sm21,w1118,m
59,186,-0.05520362,sm21,w1118,m
60,196,0.366515837,sm21,w1118,m
61,212,0.810859729,sm21,w1118,m
62,101,0.879638009,sm21,w1118,m
63,206,0.909502262,sm21,w1118,m
64,245,0.572850679,sm21,w1118,m
65,198,0.630769231,sm21,w1118,m
66,341,0.6760181,sm21,w1118,m
67,244,0.692307692,sm21,w1118,m
68,197,0.790045249,sm21,w1118,m
69,267,0.844343891,sm21,w1118,m
70,415,0.885972851,sm21,w1118,m
71,276,0.703167421,sm21,w1118,m
72,242,0.739366516,sm21,w1118,m
73,315,0.767420814,sm21,w1118,m
74,225,0.801809955,sm21,w1118,m
75,240,0.880542986,sm21,w1118,m
76,163,0.790045249,sm21,w1118,m
77,265,0.808144796,sm21,w1118,m
78,437,0.828054299,sm21,w1118,m
79,63,0.853393665,sm21,w1118,m
80,132,0.858823529,sm21,w1118,m
81,100,0.676923077,sm21,w1118,m
82,240,0.685067873,sm21,w1118,m
83,111,0.789140271,sm21,w1118,m
84,120,0.894117647,sm21,w1118,m
85,112,0.470588235,sm21,w1118,m
86,184,0.728506787,sm21,w1118,m
87,257,0.775565611,sm21,w1118,m
88,235,0.8,sm21,w1118,m
89,269,0.819909502,sm21,w1118,m
90,400,0.866968326,sm21,w1118,m
91,415,0.912217195,sm21,w1118,m
92,241,0.633484163,sm21,w1118,m
93,237,0.721266968,sm21,w1118,m
94,266,0.770135747,sm21,w1118,m
95,148,0.824434389,sm21,w1118,m
96,94,0.870588235,sm21,w1118,m
97,318,0.734841629,sm21,w1118,m
98,147,0.771040724,sm21,w1118,m
99,358,0.78280543,sm21,w1118,m
100,150,0.624434389,sm21,w1118,m
101,203,0.790045249,sm21,w1118,m
102,173,0.659728507,sm21,w1118,m
103,199,0.704072398,sm21,w1118,m
104,293,0.847963801,sm21,w1118,m
105,286,0.552036199,sm21,w1118,m
106,74,0.804524887,sm21,w1118,m
107,49,0.995475113,sm21,w1118,m
108,228,0.56199095,sm21,w1118,m
109,415,0.707692308,sm21,w1118,m
0,234,0.207239819,sm21,7837,f
1,353,0.685067873,sm21,7837,f
2,371,0.462443439,sm21,7837,f
3,270,0.749321267,sm21,7837,f
4,297,0.099547511,sm21,7837,f
5,427,0.67239819,sm21,7837,f
6,388,0.700452489,sm21,7837,f
7,377,0.685067873,sm21,7837,f
8,351,0.798190045,sm21,7837,f
9,256,0.847963801,sm21,7837,f
10,274,0.870588235,sm21,7837,f
11,460,-0.070588235,sm21,7837,f
12,334,0.677828054,sm21,7837,f
13,272,0.740271493,sm21,7837,f
14,336,0.809954751,sm21,7837,f
15,378,0.812669683,sm21,7837,f
16,384,0.77918552,sm21,7837,f
17,314,0.570135747,sm21,7837,f
18,407,0.633484163,sm21,7837,f
19,402,0.751131222,sm21,7837,f
20,209,0.788235294,sm21,7837,f
21,374,0.828054299,sm21,7837,f
22,343,0.883257919,sm21,7837,f
23,318,0.471493213,sm21,7837,f
24,312,0.536651584,sm21,7837,f
25,442,0.681447964,sm21,7837,f
26,340,0.709502262,sm21,7837,f
27,308,0.764705882,sm21,7837,f
28,286,0.887782805,sm21,7837,f
29,371,0.738461538,sm21,7837,f
30,188,0.876923077,sm21,7837,f
31,367,0.467873303,sm21,7837,f
32,194,0.902262443,sm21,7837,f
33,288,0.533031674,sm21,7837,f
34,299,0.683257919,sm21,7837,f
35,345,0.695927602,sm21,7837,f
36,384,0.754751131,sm21,7837,f
37,132,0.669683258,sm21,7837,f
38,404,0.8760181,sm21,7837,f
39,302,0.590045249,sm21,7837,f
40,420,0.698642534,sm21,7837,f
41,366,0.762895928,sm21,7837,f
42,374,0.815384615,sm21,7837,f
43,192,0.864253394,sm21,7837,f
44,376,0.911312217,sm21,7837,f
45,298,0.627149321,sm21,7837,f
46,258,0.730316742,sm21,7837,f
47,415,0.733936652,sm21,7837,f
48,175,0.757466063,sm21,7837,f
49,301,0.880542986,sm21,7837,f
50,358,0.923076923,sm21,7837,f
51,137,0.566515837,sm21,7837,f
52,322,0.608144796,sm21,7837,f
53,388,0.704072398,sm21,7837,f
54,425,0.888687783,sm21,7837,f
55,412,0.615384615,sm21,7837,f
56,106,0.616289593,sm21,7837,f
57,433,0.707692308,sm21,7837,f
58,266,0.71040724,sm21,7837,f
59,100,0.759276018,sm21,7837,f
60,377,0.65520362,sm21,7837,f
61,109,0.759276018,sm21,7837,f
62,45,0.807239819,sm21,7837,f
63,221,0.485067873,sm21,7837,f
64,413,0.684162896,sm21,7837,f
65,139,0.43800905,sm21,7837,f
66,81,0.568325792,sm21,7837,f
67,206,0.630769231,sm21,7837,f
68,204,0.641628959,sm21,7837,f
69,205,0.720361991,sm21,7837,f
70,155,0.818099548,sm21,7837,f
71,440,0.554751131,sm21,7837,f
72,319,0.580995475,sm21,7837,f
73,372,0.676923077,sm21,7837,f
74,248,0.723076923,sm21,7837,f
75,77,0.764705882,sm21,7837,f
76,313,0.79638009,sm21,7837,f
77,128,0.546606335,sm21,7837,f
78,284,0.581900452,sm21,7837,f
79,56,0.717647059,sm21,7837,f
80,317,0.751131222,sm21,7837,f
81,112,0.752036199,sm21,7837,f
82,173,0.763800905,sm21,7837,f
83,370,0.85158371,sm21,7837,f
84,17,-0.069683258,sm21,7837,f
85,421,0.741176471,sm21,7837,f
86,91,0.836199095,sm21,7837,f
87,152,0.696832579,sm21,7837,f
88,171,0.276923077,sm21,7837,f
89,100,0.428054299,sm21,7837,f
90,70,0.461538462,sm21,7837,f
91,354,0.573755656,sm21,7837,f
92,196,0.585520362,sm21,7837,f
93,197,0.643438914,sm21,7837,f
94,309,0.656108597,sm21,7837,f
95,446,0.780995475,sm21,7837,f
96,224,0.450678733,sm21,7837,f
97,67,0.696832579,sm21,7837,f
98,136,0.739366516,sm21,7837,f
99,96,0.760180995,sm21,7837,f
100,310,0.77918552,sm21,7837,f
101,380,0.83438914,sm21,7837,f
102,72,0.87239819,sm21,7837,f
103,327,0.753846154,sm21,7837,f
104,121,0.843438914,sm21,7837,f
105,73,0.564705882,sm21,7837,f
106,188,0.59638009,sm21,7837,f
107,157,0.756561086,sm21,7837,f
108,336,0.74479638,sm21,7837,f
109,149,0.599095023,sm21,7837,f
110,279,0.687782805,sm21,7837,f
111,453,0.755656109,sm21,7837,f
112,81,0.772850679,sm21,7837,f
113,447,-0.002714932,sm21,7837,f
114,47,0.664253394,sm21,7837,f
115,260,0.860633484,sm21,7837,f
116,78,0.652488688,sm21,7837,f
117,304,0.70678733,sm21,7837,f
118,149,0.76199095,sm21,7837,f
119,72,0.76561086,sm21,7837,f
120,89,0.647963801,sm21,7837,f
121,95,0.661538462,sm21,7837,f
122,145,0.821719457,sm21,7837,f
123,451,0.600904977,sm21,7837,f
124,73,0.802714932,sm21,7837,f
125,39,0.994570136,sm21,7837,f
126,453,0.991855204,sm21,7837,f
127,435,0.994570136,sm21,7837,f
0,463,-0.069683258,zim,1491,f
1,182,0.88959276,zim,1491,f
2,348,0.788235294,zim,1491,f
3,217,0.801809955,zim,1491,f
4,437,0.752941176,zim,1491,f
5,257,0.366515837,zim,1491,f
6,233,0.467873303,zim,1491,f
7,359,0.824434389,zim,1491,f
8,402,0.811764706,zim,1491,f
9,456,0.831674208,zim,1491,f
10,407,0.918552036,zim,1491,f
11,395,0.87239819,zim,1491,f
12,68,0.882352941,zim,1491,f
13,256,0.743891403,zim,1491,f
14,418,0.811764706,zim,1491,f
15,456,0.898642534,zim,1491,f
16,361,0.835294118,zim,1491,f
17,454,0.868778281,zim,1491,f
18,415,0.91040724,zim,1491,f
19,306,0.85158371,zim,1491,f
20,205,0.345701357,zim,1491,f
21,391,0.67239819,zim,1491,f
22,360,0.724886878,zim,1491,f
23,151,0.846153846,zim,1491,f
24,335,0.922171946,zim,1491,f
25,323,0.62081448,zim,1491,f
26,152,0.859728507,zim,1491,f
27,289,0.766515837,zim,1491,f
28,224,0.795475113,zim,1491,f
29,358,0.830769231,zim,1491,f
30,280,0.973755656,zim,1491,f
31,309,0.316742081,zim,1491,f
32,232,0.397285068,zim,1491,f
33,275,0.945701357,zim,1491,f
34,409,0.954751131,zim,1491,f
35,156,0.395475113,zim,1491,f
36,428,0.666063348,zim,1491,f
37,378,0.798190045,zim,1491,f
38,283,0.833484163,zim,1491,f
39,325,0.850678733,zim,1491,f
40,215,0.871493213,zim,1491,f
41,90,0.885067873,zim,1491,f
42,355,0.787330317,zim,1491,f
43,239,0.374660633,zim,1491,f
44,366,0.854298643,zim,1491,f
45,361,0.914932127,zim,1491,f
46,226,0.922171946,zim,1491,f
47,197,0.933936652,zim,1491,f
48,284,0.528506787,zim,1491,f
49,322,0.719457014,zim,1491,f
50,253,0.81719457,zim,1491,f
51,348,0.931221719,zim,1491,f
52,251,0.411764706,zim,1491,f
53,287,0.597285068,zim,1491,f
54,299,0.832579186,zim,1491,f
55,321,0.950226244,zim,1491,f
56,366,0.955656109,zim,1491,f
57,183,0.728506787,zim,1491,f
58,250,0.754751131,zim,1491,f
59,322,0.909502262,zim,1491,f
60,271,0.955656109,zim,1491,f
61,131,0.486877828,zim,1491,f
62,383,0.561085973,zim,1491,f
63,120,0.635294118,zim,1491,f
64,315,0.729411765,zim,1491,f
65,46,0.80361991,zim,1491,f
66,46,0.843438914,zim,1491,f
67,300,0.861538462,zim,1491,f
68,310,0.871493213,zim,1491,f
69,344,0.926696833,zim,1491,f
70,177,0.754751131,zim,1491,f
71,189,0.80361991,zim,1491,f
72,347,0.830769231,zim,1491,f
73,64,0.874208145,zim,1491,f
74,74,0.884162896,zim,1491,f
75,297,0.960180995,zim,1491,f
76,345,0.705882353,zim,1491,f
77,261,0.746606335,zim,1491,f
78,299,0.922171946,zim,1491,f
79,188,0.933031674,zim,1491,f
80,48,0.794570136,zim,1491,f
81,327,0.756561086,zim,1491,f
82,166,0.847963801,zim,1491,f
83,70,0.853393665,zim,1491,f
84,415,0.856108597,zim,1491,f
85,45,0.877828054,zim,1491,f
86,217,0.897737557,zim,1491,f
87,426,0.905882353,zim,1491,f
88,310,0.952036199,zim,1491,f
89,95,0.892307692,zim,1491,f
90,219,0.644343891,zim,1491,f
91,88,0.663348416,zim,1491,f
92,337,0.80361991,zim,1491,f
93,295,0.805429864,zim,1491,f
94,174,0.892307692,zim,1491,f
95,254,0.685972851,zim,1491,f
96,178,0.71040724,zim,1491,f
97,303,0.783710407,zim,1491,f
98,458,0.933031674,zim,1491,f
99,111,0.443438914,zim,1491,f
100,296,0.685067873,zim,1491,f
101,245,0.716742081,zim,1491,f
102,267,0.790045249,zim,1491,f
103,278,0.912217195,zim,1491,f
104,251,0.914027149,zim,1491,f
105,178,0.43800905,zim,1491,f
106,243,0.726696833,zim,1491,f
107,288,0.794570136,zim,1491,f
108,132,0.684162896,zim,1491,f
109,181,0.895022624,zim,1491,f
110,339,0.942081448,zim,1491,f
111,330,0.843438914,zim,1491,f
112,43,-0.027149321,zim,1491,f
113,252,0.63438914,zim,1491,f
114,19,-0.070588235,zim,1491,f
115,171,0.758371041,zim,1491,f
116,378,0.769230769,zim,1491,f
117,66,0.933936652,zim,1491,f
118,248,0.828054299,zim,1491,f
119,203,0.812669683,zim,1491,f
120,41,0.995475113,zim,1491,f
121,46,0.902262443,zim,1491,f
0,460,-0.070588235,zim,w1118,f
1,378,0.237104072,zim,w1118,f
2,146,0.771040724,zim,w1118,f
3,147,-0.009049774,zim,w1118,f
4,413,0.657918552,zim,w1118,f
5,349,0.487782805,zim,w1118,f
6,405,0.876923077,zim,w1118,f
7,408,0.750226244,zim,w1118,f
8,53,0.665158371,zim,w1118,f
9,54,0.773755656,zim,w1118,f
10,364,0.802714932,zim,w1118,f
11,349,0.839819005,zim,w1118,f
12,50,0.303167421,zim,w1118,f
13,355,0.794570136,zim,w1118,f
14,248,0.873303167,zim,w1118,f
15,225,0.341176471,zim,w1118,f
16,427,0.370135747,zim,w1118,f
17,363,0.754751131,zim,w1118,f
18,120,0.771945701,zim,w1118,f
19,264,0.819004525,zim,w1118,f
20,433,0.887782805,zim,w1118,f
21,392,0.715837104,zim,w1118,f
22,250,0.788235294,zim,w1118,f
23,65,0.825339367,zim,w1118,f
24,115,0.375565611,zim,w1118,f
25,146,0.399095023,zim,w1118,f
26,341,0.500452489,zim,w1118,f
27,146,0.613574661,zim,w1118,f
28,447,0.802714932,zim,w1118,f
29,322,0.839819005,zim,w1118,f
30,73,0.85158371,zim,w1118,f
31,161,-0.057918552,zim,w1118,f
32,308,0.40361991,zim,w1118,f
33,200,0.738461538,zim,w1118,f
34,431,0.828959276,zim,w1118,f
35,215,0.934841629,zim,w1118,f
36,338,0.720361991,zim,w1118,f
37,433,0.729411765,zim,w1118,f
38,236,0.756561086,zim,w1118,f
39,447,0.841628959,zim,w1118,f
40,51,0.867873303,zim,w1118,f
41,207,0.882352941,zim,w1118,f
42,323,0.586425339,zim,w1118,f
43,234,0.702262443,zim,w1118,f
44,416,0.822624434,zim,w1118,f
45,415,0.828959276,zim,w1118,f
46,438,0.866063348,zim,w1118,f
47,290,0.735746606,zim,w1118,f
48,320,0.739366516,zim,w1118,f
49,214,0.842533937,zim,w1118,f
50,70,0.849773756,zim,w1118,f
51,253,0.457918552,zim,w1118,f
52,282,0.556561086,zim,w1118,f
53,429,0.613574661,zim,w1118,f
54,308,0.647963801,zim,w1118,f
55,410,0.683257919,zim,w1118,f
56,127,0.704977376,zim,w1118,f
57,116,0.751131222,zim,w1118,f
58,326,0.832579186,zim,w1118,f
59,226,0.843438914,zim,w1118,f
60,251,0.383710407,zim,w1118,f
61,267,0.446153846,zim,w1118,f
62,228,0.616289593,zim,w1118,f
63,309,0.671493213,zim,w1118,f
64,156,0.691402715,zim,w1118,f
65,253,0.729411765,zim,w1118,f
66,403,0.746606335,zim,w1118,f
67,443,0.843438914,zim,w1118,f
68,206,0.871493213,zim,w1118,f
69,145,0.607239819,zim,w1118,f
70,237,0.636199095,zim,w1118,f
71,110,0.751131222,zim,w1118,f
72,287,0.789140271,zim,w1118,f
73,127,0.933936652,zim,w1118,f
74,406,0.85520362,zim,w1118,f
75,76,0.885067873,zim,w1118,f
76,135,0.899547511,zim,w1118,f
77,131,0.495927602,zim,w1118,f
78,381,0.741176471,zim,w1118,f
79,429,0.83438914,zim,w1118,f
80,116,0.843438914,zim,w1118,f
81,296,0.864253394,zim,w1118,f
82,18,-0.069683258,zim,w1118,f
83,102,0.698642534,zim,w1118,f
84,318,0.742986425,zim,w1118,f
85,137,0.786425339,zim,w1118,f
86,220,0.797285068,zim,w1118,f
87,196,0.31040724,zim,w1118,f
88,319,0.592760181,zim,w1118,f
89,408,0.774660633,zim,w1118,f
90,298,0.545701357,zim,w1118,f
91,276,0.601809955,zim,w1118,f
92,219,0.652488688,zim,w1118,f
93,207,0.674208145,zim,w1118,f
94,161,0.758371041,zim,w1118,f
95,107,0.768325792,zim,w1118,f
96,258,0.777375566,zim,w1118,f
97,299,0.827149321,zim,w1118,f
98,239,0.571040724,zim,w1118,f
99,90,0.624434389,zim,w1118,f
100,222,0.642533937,zim,w1118,f
101,132,0.732126697,zim,w1118,f
102,298,0.764705882,zim,w1118,f
103,223,0.809049774,zim,w1118,f
104,88,0.842533937,zim,w1118,f
105,224,0.659728507,zim,w1118,f
106,301,0.835294118,zim,w1118,f
107,117,0.559276018,zim,w1118,f
108,82,0.590045249,zim,w1118,f
109,108,0.619909502,zim,w1118,f
110,81,0.657013575,zim,w1118,f
111,236,0.787330317,zim,w1118,f
112,333,0.790045249,zim,w1118,f
113,197,0.952036199,zim,w1118,f
114,153,0.647963801,zim,w1118,f
115,172,0.790950226,zim,w1118,f
116,205,0.462443439,zim,w1118,f
117,203,0.589140271,zim,w1118,f
118,135,0.63800905,zim,w1118,f
119,202,0.699547511,zim,w1118,f
120,118,0.725791855,zim,w1118,f
121,155,0.494117647,zim,w1118,f
122,51,0.621719457,zim,w1118,f
123,88,0.866063348,zim,w1118,f
124,178,0.705882353,zim,w1118,f
125,86,0.645248869,zim,w1118,f
126,123,0.624434389,zim,w1118,f
127,38,0.99638009,zim,w1118,f
0,466,-0.069683258,zim,4959,m
1,206,-0.022624434,zim,4959,m
2,195,0.860633484,zim,4959,m
3,336,0.826244344,zim,4959,m
4,399,0.778280543,zim,4959,m
5,310,0.802714932,zim,4959,m
6,398,0.813574661,zim,4959,m
7,364,0.856108597,zim,4959,m
8,127,0.890497738,zim,4959,m
9,309,0.892307692,zim,4959,m
10,441,0.781900452,zim,4959,m
11,267,0.818099548,zim,4959,m
12,346,0.867873303,zim,4959,m
13,458,0.904072398,zim,4959,m
14,91,0.34841629,zim,4959,m
15,393,0.886877828,zim,4959,m
16,436,0.961085973,zim,4959,m
17,459,0.83438914,zim,4959,m
18,362,0.860633484,zim,4959,m
19,279,0.896832579,zim,4959,m
20,425,0.908597285,zim,4959,m
21,217,0.928506787,zim,4959,m
22,220,0.616289593,zim,4959,m
23,272,0.802714932,zim,4959,m
24,82,0.819004525,zim,4959,m
25,96,0.830769231,zim,4959,m
26,416,0.831674208,zim,4959,m
27,256,0.968325792,zim,4959,m
28,361,0.995475113,zim,4959,m
29,250,0.263348416,zim,4959,m
30,190,0.413574661,zim,4959,m
31,270,0.857013575,zim,4959,m
32,173,0.87239819,zim,4959,m
33,305,0.918552036,zim,4959,m
34,205,0.760180995,zim,4959,m
35,398,0.802714932,zim,4959,m
36,272,0.859728507,zim,4959,m
37,404,0.89321267,zim,4959,m
38,247,0.70678733,zim,4959,m
39,433,0.800904977,zim,4959,m
40,356,0.825339367,zim,4959,m
41,299,0.843438914,zim,4959,m
42,122,0.926696833,zim,4959,m
43,439,0.76561086,zim,4959,m
44,217,0.790045249,zim,4959,m
45,95,0.823529412,zim,4959,m
46,193,0.901357466,zim,4959,m
47,190,0.981900452,zim,4959,m
48,356,0.809049774,zim,4959,m
49,277,0.923076923,zim,4959,m
50,332,0.933031674,zim,4959,m
51,286,0.635294118,zim,4959,m
52,374,0.812669683,zim,4959,m
53,125,0.829864253,zim,4959,m
54,94,0.844343891,zim,4959,m
55,188,0.864253394,zim,4959,m
56,104,0.89321267,zim,4959,m
57,202,0.916742081,zim,4959,m
58,166,0.994570136,zim,4959,m
59,249,0.8760181,zim,4959,m
60,437,0.879638009,zim,4959,m
61,201,0.896832579,zim,4959,m
62,213,0.938461538,zim,4959,m
63,25,-0.064253394,zim,4959,m
64,213,0.971945701,zim,4959,m
65,196,0.642533937,zim,4959,m
66,243,0.808144796,zim,4959,m
67,303,0.810859729,zim,4959,m
68,147,0.819909502,zim,4959,m
69,371,0.83800905,zim,4959,m
70,272,0.865158371,zim,4959,m
71,313,0.88959276,zim,4959,m
72,244,0.945701357,zim,4959,m
73,343,0.818099548,zim,4959,m
74,281,0.935746606,zim,4959,m
75,403,0.657918552,zim,4959,m
76,155,0.79638009,zim,4959,m
77,87,0.897737557,zim,4959,m
78,252,0.904072398,zim,4959,m
79,118,0.926696833,zim,4959,m
80,215,0.994570136,zim,4959,m
81,279,0.577375566,zim,4959,m
82,268,0.778280543,zim,4959,m
83,333,0.83800905,zim,4959,m
84,311,0.878733032,zim,4959,m
85,379,0.903167421,zim,4959,m
86,126,0.454298643,zim,4959,m
87,129,0.49321267,zim,4959,m
88,91,0.873303167,zim,4959,m
89,75,0.908597285,zim,4959,m
90,188,0.938461538,zim,4959,m
91,245,0.986425339,zim,4959,m
92,174,0.704977376,zim,4959,m
93,258,0.825339367,zim,4959,m
94,128,0.89321267,zim,4959,m
95,267,0.898642534,zim,4959,m
96,146,0.914027149,zim,4959,m
97,244,0.932126697,zim,4959,m
98,180,0.936651584,zim,4959,m
99,216,0.772850679,zim,4959,m
100,238,0.885067873,zim,4959,m
101,172,0.946606335,zim,4959,m
102,144,0.85158371,zim,4959,m
103,172,0.8760181,zim,4959,m
104,233,0.895927602,zim,4959,m
105,58,0.842533937,zim,4959,m
106,148,0.848868778,zim,4959,m
107,120,0.890497738,zim,4959,m
108,402,0.865158371,zim,4959,m
109,60,0.928506787,zim,4959,m
110,277,0.953846154,zim,4959,m
111,176,0.724886878,zim,4959,m
112,365,0.842533937,zim,4959,m
113,110,0.856108597,zim,4959,m
114,320,0.798190045,zim,4959,m
115,332,0.813574661,zim,4959,m
116,344,0.852488688,zim,4959,m
117,320,0.890497738,zim,4959,m
118,261,0.795475113,zim,4959,m
119,168,0.828959276,zim,4959,m
120,199,0.875113122,zim,4959,m
121,258,0.76199095,zim,4959,m
122,267,0.537556561,zim,4959,m
123,367,0.97918552,zim,4959,m
124,195,0.633484163,zim,4959,m
125,108,0.882352941,zim,4959,m
126,460,0.894117647,zim,4959,m
127,44,0.994570136,zim,4959,m
128,0,-0.057918552,zim,4959,m
0,466,-0.068778281,zim,7837,m
1,123,0.048868778,zim,7837,m
2,440,0.250678733,zim,7837,m
3,309,0.112217195,zim,7837,m
4,455,0.699547511,zim,7837,m
5,353,0.141176471,zim,7837,m
6,400,0.738461538,zim,7837,m
7,172,0.297737557,zim,7837,m
8,419,0.717647059,zim,7837,m
9,362,0.805429864,zim,7837,m
10,109,0.665158371,zim,7837,m
11,392,0.653393665,zim,7837,m
12,309,0.568325792,zim,7837,m
13,347,0.580995475,zim,7837,m
14,217,0.065158371,zim,7837,m
15,445,0.674208145,zim,7837,m
16,344,0.43800905,zim,7837,m
17,457,0.838914027,zim,7837,m
18,449,0.89321267,zim,7837,m
19,409,0.714932127,zim,7837,m
20,320,0.847963801,zim,7837,m
21,420,0.874208145,zim,7837,m
22,347,0.758371041,zim,7837,m
23,394,0.724886878,zim,7837,m
24,370,0.275113122,zim,7837,m
25,398,0.735746606,zim,7837,m
26,313,0.588235294,zim,7837,m
27,421,0.896832579,zim,7837,m
28,192,0.892307692,zim,7837,m
29,337,0.921266968,zim,7837,m
30,25,-0.065158371,zim,7837,m
31,428,0.503167421,zim,7837,m
32,379,0.709502262,zim,7837,m
33,166,0.433484163,zim,7837,m
34,240,0.686877828,zim,7837,m
35,406,0.735746606,zim,7837,m
36,61,0.82081448,zim,7837,m
37,191,0.761085973,zim,7837,m
38,452,0.864253394,zim,7837,m
