fly,X,Y,mito,nuc,sex
113,245,0.653393665,zim,w1118,m
114,102,0.869683258,zim,w1118,m
115,75,0.683257919,zim,w1118,m
116,293,0.717647059,zim,w1118,m
117,258,0.784615385,zim,w1118,m
118,203,0.806334842,zim,w1118,m
119,41,0.995475113,zim,w1118,m
120,59,0.63438914,zim,w1118,m
121,174,0.76561086,zim,w1118,m
122,436,0.993665158,zim,w1118,m
0,463,-0.069683258,zim,1491,m
1,339,0.060633484,zim,1491,m
2,336,0.809049774,zim,1491,m
3,301,0.352036199,zim,1491,m
4,277,0.68959276,zim,1491,m
5,409,0.931221719,zim,1491,m
6,218,0.934841629,zim,1491,m
7,233,0.932126697,zim,1491,m
8,298,0.911312217,zim,1491,m
9,374,0.914932127,zim,1491,m
10,403,0.966515837,zim,1491,m
11,293,0.801809955,zim,1491,m
12,145,0.85158371,zim,1491,m
13,222,0.066063348,zim,1491,m
14,258,0.752036199,zim,1491,m
15,429,0.847963801,zim,1491,m
16,374,0.902262443,zim,1491,m
17,8,0.955656109,zim,1491,m
18,250,0.336651584,zim,1491,m
19,253,0.836199095,zim,1491,m
20,301,0.858823529,zim,1491,m
21,270,0.673303167,zim,1491,m
22,428,0.928506787,zim,1491,m
23,422,0.968325792,zim,1491,m
24,191,0.16561086,zim,1491,m
25,225,0.247963801,zim,1491,m
26,353,0.785520362,zim,1491,m
27,172,0.904977376,zim,1491,m
28,255,0.936651584,zim,1491,m
29,261,0.958371041,zim,1491,m
30,422,0.660633484,zim,1491,m
31,262,0.702262443,zim,1491,m
32,315,0.624434389,zim,1491,m
33,60,0.899547511,zim,1491,m
34,419,0.942081448,zim,1491,m
35,240,0.536651584,zim,1491,m
36,395,0.79638009,zim,1491,m
37,452,0.891402715,zim,1491,m
38,215,0.949321267,zim,1491,m
39,296,0.950226244,zim,1491,m
40,250,0.775565611,zim,1491,m
41,361,0.78280543,zim,1491,m
42,125,0.877828054,zim,1491,m
43,230,0.935746606,zim,1491,m
44,348,0.963800905,zim,1491,m
45,153,0.663348416,zim,1491,m
46,455,0.786425339,zim,1491,m
47,454,0.790950226,zim,1491,m
48,214,0.846153846,zim,1491,m
49,351,0.847058824,zim,1491,m
50,301,0.778280543,zim,1491,m
51,304,0.863348416,zim,1491,m
52,50,0.863348416,zim,1491,m
53,167,0.909502262,zim,1491,m
54,316,0.514932127,zim,1491,m
55,266,0.714027149,zim,1491,m
56,283,0.819004525,zim,1491,m
57,267,0.874208145,zim,1491,m
58,317,0.905882353,zim,1491,m
59,433,0.933936652,zim,1491,m
60,176,0.371040724,zim,1491,m
61,74,0.775565611,zim,1491,m
62,236,0.776470588,zim,1491,m
63,28,0.900452489,zim,1491,m
64,444,0.907692308,zim,1491,m
65,410,0.917647059,zim,1491,m
66,245,0.870588235,zim,1491,m
67,336,0.42081448,zim,1491,m
68,325,0.808144796,zim,1491,m
69,415,0.860633484,zim,1491,m
70,331,0.863348416,zim,1491,m
71,343,0.871493213,zim,1491,m
72,283,0.939366516,zim,1491,m
73,318,0.676923077,zim,1491,m
74,117,0.504977376,zim,1491,m
75,55,0.83800905,zim,1491,m
76,201,0.843438914,zim,1491,m
77,286,0.865158371,zim,1491,m
78,208,0.909502262,zim,1491,m
79,359,0.918552036,zim,1491,m
80,165,0.920361991,zim,1491,m
81,370,0.939366516,zim,1491,m
82,255,0.423529412,zim,1491,m
83,102,0.687782805,zim,1491,m
84,334,0.813574661,zim,1491,m
85,229,0.818099548,zim,1491,m
86,44,0.934841629,zim,1491,m
87,194,0.642533937,zim,1491,m
88,179,0.7239819,zim,1491,m
89,186,0.794570136,zim,1491,m
90,222,0.811764706,zim,1491,m
91,409,0.869683258,zim,1491,m
92,287,0.8760181,zim,1491,m
93,176,0.660633484,zim,1491,m
94,373,0.766515837,zim,1491,m
95,103,0.79638009,zim,1491,m
96,230,0.802714932,zim,1491,m
97,230,0.922171946,zim,1491,m
98,270,0.842533937,zim,1491,m
99,419,0.811764706,zim,1491,m
100,322,0.865158371,zim,1491,m
101,364,0.794570136,zim,1491,m
102,358,0.903167421,zim,1491,m
103,420,0.931221719,zim,1491,m
104,184,0.914932127,zim,1491,m
105,41,0.99638009,zim,1491,m
106,70,0.925791855,zim,1491,m
107,75,0.956561086,zim,1491,m
108,262,0.870588235,zim,1491,m
109,223,0.760180995,zim,1491,m
110,319,0.720361991,zim,1491,m
111,140,0.864253394,zim,1491,m
112,336,0.88959276,zim,1491,m
113,49,0.768325792,zim,1491,m
114,59,0.952941176,zim,1491,m
115,263,0.96199095,zim,1491,m
0,459,-0.068778281,sm21,7837,m
1,420,0.056108597,sm21,7837,m
2,325,0.100452489,sm21,7837,m
3,284,0.07239819,sm21,7837,m
4,377,0.221719457,sm21,7837,m
5,244,0.002714932,sm21,7837,m
6,364,0.67239819,sm21,7837,m
7,266,0.908597285,sm21,7837,m
8,388,0.280542986,sm21,7837,m
9,75,0.247058824,sm21,7837,m
10,329,0.63800905,sm21,7837,m
11,400,0.753846154,sm21,7837,m
12,431,0.82081448,sm21,7837,m
13,413,0.728506787,sm21,7837,m
14,377,0.819004525,sm21,7837,m
15,402,0.83800905,sm21,7837,m
16,165,0.668778281,sm21,7837,m
17,404,0.684162896,sm21,7837,m
18,430,0.69321267,sm21,7837,m
19,411,0.714027149,sm21,7837,m
20,428,0.7239819,sm21,7837,m
21,400,0.761085973,sm21,7837,m
22,410,0.849773756,sm21,7837,m
23,317,0.391855204,sm21,7837,m
24,234,0.313122172,sm21,7837,m
25,284,0.332126697,sm21,7837,m
26,430,0.849773756,sm21,7837,m
27,454,0.864253394,sm21,7837,m
28,368,0.883257919,sm21,7837,m
29,294,0.683257919,sm21,7837,m
30,144,0.90678733,sm21,7837,m
31,395,0.913122172,sm21,7837,m
32,353,0.498642534,sm21,7837,m
33,432,0.719457014,sm21,7837,m
34,263,0.723076923,sm21,7837,m
35,426,0.731221719,sm21,7837,m
36,315,0.777375566,sm21,7837,m
37,424,0.792760181,sm21,7837,m
38,434,0.844343891,sm21,7837,m
39,316,0.868778281,sm21,7837,m
40,240,0.853393665,sm21,7837,m
41,434,0.905882353,sm21,7837,m
42,348,0.763800905,sm21,7837,m
43,274,0.774660633,sm21,7837,m
44,360,0.822624434,sm21,7837,m
45,347,0.841628959,sm21,7837,m
46,250,0.857918552,sm21,7837,m
47,372,0.875113122,sm21,7837,m
48,226,0.242533937,sm21,7837,m
49,323,0.509502262,sm21,7837,m
50,323,0.644343891,sm21,7837,m
51,288,0.719457014,sm21,7837,m
52,334,0.740271493,sm21,7837,m
53,440,0.899547511,sm21,7837,m
54,310,0.409954751,sm21,7837,m
55,349,0.660633484,sm21,7837,m
56,293,0.780995475,sm21,7837,m
57,181,0.841628959,sm21,7837,m
58,319,0.860633484,sm21,7837,m
59,162,0.371945701,sm21,7837,m
60,364,0.659728507,sm21,7837,m
61,248,0.670588235,sm21,7837,m
62,391,0.772850679,sm21,7837,m
63,299,0.873303167,sm21,7837,m
64,452,0.905882353,sm21,7837,m
65,250,0.666968326,sm21,7837,m
66,252,0.713122172,sm21,7837,m
67,258,0.747511312,sm21,7837,m
68,305,0.74841629,sm21,7837,m
69,337,0.826244344,sm21,7837,m
70,324,0.828959276,sm21,7837,m
71,208,0.85158371,sm21,7837,m
72,335,0.591855204,sm21,7837,m
73,319,0.823529412,sm21,7837,m
74,456,0.897737557,sm21,7837,m
75,179,0.404524887,sm21,7837,m
76,248,0.781900452,sm21,7837,m
77,362,0.942986425,sm21,7837,m
78,331,0.67239819,sm21,7837,m
79,180,0.833484163,sm21,7837,m
80,317,0.888687783,sm21,7837,m
81,113,0.891402715,sm21,7837,m
82,414,0.895022624,sm21,7837,m
83,310,0.916742081,sm21,7837,m
84,174,0.395475113,sm21,7837,m
85,265,0.732126697,sm21,7837,m
86,362,0.773755656,sm21,7837,m
87,201,0.790950226,sm21,7837,m
88,199,0.409049774,sm21,7837,m
89,342,0.533936652,sm21,7837,m
90,93,0.656108597,sm21,7837,m
91,280,0.671493213,sm21,7837,m
92,381,0.698642534,sm21,7837,m
93,353,0.705882353,sm21,7837,m
94,436,0.732126697,sm21,7837,m
95,138,0.738461538,sm21,7837,m
96,316,0.832579186,sm21,7837,m
97,18,-0.066063348,sm21,7837,m
98,362,0.601809955,sm21,7837,m
99,222,0.74841629,sm21,7837,m
100,263,0.763800905,sm21,7837,m
101,279,0.841628959,sm21,7837,m
102,253,0.556561086,sm21,7837,m
103,103,0.577375566,sm21,7837,m
104,319,0.804524887,sm21,7837,m
105,92,0.905882353,sm21,7837,m
106,196,0.670588235,sm21,7837,m
107,212,0.743891403,sm21,7837,m
108,290,0.746606335,sm21,7837,m
109,114,0.776470588,sm21,7837,m
110,438,0.952036199,sm21,7837,m
111,224,0.977375566,sm21,7837,m
112,149,0.528506787,sm21,7837,m
113,93,0.534841629,sm21,7837,m
114,213,0.833484163,sm21,7837,m
115,202,0.708597285,sm21,7837,m
116,300,0.767420814,sm21,7837,m
117,211,0.920361991,sm21,7837,m
118,175,0.961085973,sm21,7837,m
119,238,0.593665158,sm21,7837,m
120,222,0.601809955,sm21,7837,m
121,134,0.947511312,sm21,7837,m
122,59,0.628959276,sm21,7837,m
123,278,0.667873303,sm21,7837,m
124,126,0.711312217,sm21,7837,m
125,67,0.568325792,sm21,7837,m
126,160,0.552941176,sm21,7837,m
127,75,0.838914027,sm21,7837,m
128,38,0.995475113,sm21,7837,m
129,432,0.993665158,sm21,7837,m
0,464,-0.070588235,sm21,w1118,f
1,434,0.619909502,sm21,w1118,f
2,390,0.65158371,sm21,w1118,f
3,376,0.249773756,sm21,w1118,f
4,124,0.267873303,sm21,w1118,f
5,428,0.780090498,sm21,w1118,f
6,60,0.813574661,sm21,w1118,f
7,414,0.638914027,sm21,w1118,f
8,429,0.712217195,sm21,w1118,f
9,417,0.793665158,sm21,w1118,f
10,377,0.854298643,sm21,w1118,f
11,199,0.894117647,sm21,w1118,f
12,341,0.695022624,sm21,w1118,f
13,448,0.728506787,sm21,w1118,f
14,407,0.835294118,sm21,w1118,f
15,183,0.266063348,sm21,w1118,f
16,284,0.650678733,sm21,w1118,f
17,340,0.773755656,sm21,w1118,f
18,276,0.578280543,sm21,w1118,f
19,337,0.6,sm21,w1118,f
20,365,0.812669683,sm21,w1118,f
21,372,0.870588235,sm21,w1118,f
22,301,0.503167421,sm21,w1118,f
23,384,0.65158371,sm21,w1118,f
24,298,0.657013575,sm21,w1118,f
25,401,0.694117647,sm21,w1118,f
26,336,0.720361991,sm21,w1118,f
27,444,0.83800905,sm21,w1118,f
28,335,0.611764706,sm21,w1118,f
29,261,0.784615385,sm21,w1118,f
30,125,0.594570136,sm21,w1118,f
31,328,0.754751131,sm21,w1118,f
32,316,0.767420814,sm21,w1118,f
33,21,-0.069683258,sm21,w1118,f
34,160,-0.057013575,sm21,w1118,f
35,280,0.580995475,sm21,w1118,f
36,260,0.780090498,sm21,w1118,f
37,352,0.810859729,sm21,w1118,f
38,359,0.977375566,sm21,w1118,f
39,162,0.589140271,sm21,w1118,f
40,121,0.757466063,sm21,w1118,f
41,323,0.787330317,sm21,w1118,f
42,410,0.604524887,sm21,w1118,f
43,317,0.640723982,sm21,w1118,f
44,251,0.713122172,sm21,w1118,f
45,331,0.739366516,sm21,w1118,f
46,207,0.752941176,sm21,w1118,f
47,280,0.760180995,sm21,w1118,f
48,443,0.815384615,sm21,w1118,f
49,263,0.842533937,sm21,w1118,f
50,347,0.849773756,sm21,w1118,f
51,333,0.580090498,sm21,w1118,f
52,357,0.636199095,sm21,w1118,f
53,269,0.697737557,sm21,w1118,f
54,147,0.755656109,sm21,w1118,f
55,203,0.80361991,sm21,w1118,f
56,272,0.571945701,sm21,w1118,f
57,329,0.643438914,sm21,w1118,f
58,308,0.679638009,sm21,w1118,f
59,215,0.900452489,sm21,w1118,f
60,265,0.674208145,sm21,w1118,f
61,91,0.839819005,sm21,w1118,f
62,446,0.848868778,sm21,w1118,f
63,145,0.758371041,sm21,w1118,f
64,258,0.54479638,sm21,w1118,f
65,190,0.682352941,sm21,w1118,f
66,261,0.825339367,sm21,w1118,f
67,187,0.838914027,sm21,w1118,f
68,424,0.590950226,sm21,w1118,f
69,119,0.652488688,sm21,w1118,f
70,102,0.733031674,sm21,w1118,f
71,79,0.737556561,sm21,w1118,f
72,232,0.762895928,sm21,w1118,f
73,156,0.769230769,sm21,w1118,f
74,358,0.780090498,sm21,w1118,f
75,386,0.840723982,sm21,w1118,f
76,76,0.550226244,sm21,w1118,f
77,190,0.63800905,sm21,w1118,f
78,234,0.659728507,sm21,w1118,f
79,224,0.704072398,sm21,w1118,f
80,237,0.736651584,sm21,w1118,f
81,309,0.737556561,sm21,w1118,f
82,97,0.79638009,sm21,w1118,f
83,396,0.801809955,sm21,w1118,f
84,252,0.601809955,sm21,w1118,f
85,197,0.610859729,sm21,w1118,f
86,166,0.622624434,sm21,w1118,f
87,249,0.684162896,sm21,w1118,f
88,280,0.711312217,sm21,w1118,f
89,105,0.844343891,sm21,w1118,f
90,303,0.662443439,sm21,w1118,f
91,190,0.700452489,sm21,w1118,f
92,149,0.764705882,sm21,w1118,f
93,194,0.780995475,sm21,w1118,f
94,209,0.65520362,sm21,w1118,f
95,225,0.692307692,sm21,w1118,f
96,143,0.692307692,sm21,w1118,f
97,249,0.746606335,sm21,w1118,f
98,134,0.920361991,sm21,w1118,f
99,142,0.566515837,sm21,w1118,f
100,163,0.580090498,sm21,w1118,f
101,269,0.613574661,sm21,w1118,f
102,403,0.766515837,sm21,w1118,f
103,307,0.581900452,sm21,w1118,f
104,150,0.680542986,sm21,w1118,f
105,70,0.76199095,sm21,w1118,f
106,71,0.818099548,sm21,w1118,f
107,389,0.819004525,sm21,w1118,f
108,189,0.546606335,sm21,w1118,f
109,207,0.578280543,sm21,w1118,f
110,194,0.67239819,sm21,w1118,f
111,261,0.707692308,sm21,w1118,f
112,317,0.752941176,sm21,w1118,f
113,190,0.821719457,sm21,w1118,f
114,86,0.824434389,sm21,w1118,f
115,257,0.674208145,sm21,w1118,f
116,231,0.683257919,sm21,w1118,f
117,346,0.714932127,sm21,w1118,f
118,105,0.74479638,sm21,w1118,f
119,167,0.833484163,sm21,w1118,f
120,48,0.675113122,sm21,w1118,f
121,108,0.609049774,sm21,w1118,f
122,278,0.698642534,sm21,w1118,f
123,249,0.781900452,sm21,w1118,f
124,43,0.994570136,sm21,w1118,f
125,439,0.994570136,sm21,w1118,f
0,463,-0.068778281,sm21,4959,m
1,471,0.823529412,sm21,4959,m
2,206,0.819909502,sm21,4959,m
3,266,0.921266968,sm21,4959,m
4,243,0.989140271,sm21,4959,m
5,63,0.824434389,sm21,4959,m
6,307,0.801809955,sm21,4959,m
7,126,0.881447964,sm21,4959,m
8,329,0.977375566,sm21,4959,m
9,213,0.337556561,sm21,4959,m
10,432,0.836199095,sm21,4959,m
11,278,0.905882353,sm21,4959,m
12,428,0.701357466,sm21,4959,m
13,437,0.780090498,sm21,4959,m
14,460,0.875113122,sm21,4959,m
15,356,0.908597285,sm21,4959,m
16,156,0.952036199,sm21,4959,m
17,263,0.960180995,sm21,4959,m
18,417,0.80361991,sm21,4959,m
19,319,0.843438914,sm21,4959,m
20,100,0.85158371,sm21,4959,m
21,335,0.968325792,sm21,4959,m
22,115,0.990950226,sm21,4959,m
23,226,0.77918552,sm21,4959,m
24,368,0.797285068,sm21,4959,m
25,254,0.867873303,sm21,4959,m
26,431,0.954751131,sm21,4959,m
27,21,-0.069683258,sm21,4959,m
28,398,0.812669683,sm21,4959,m
29,417,0.830769231,sm21,4959,m
30,154,0.852488688,sm21,4959,m
31,337,0.865158371,sm21,4959,m
32,318,0.87239819,sm21,4959,m
33,326,0.8,sm21,4959,m
34,100,0.833484163,sm21,4959,m
35,96,0.840723982,sm21,4959,m
36,137,0.825339367,sm21,4959,m
37,131,0.875113122,sm21,4959,m
38,380,0.885972851,sm21,4959,m
39,404,0.907692308,sm21,4959,m
40,329,0.728506787,sm21,4959,m
41,322,0.871493213,sm21,4959,m
42,332,0.901357466,sm21,4959,m
43,417,0.783710407,sm21,4959,m
44,111,0.811764706,sm21,4959,m
45,352,0.828054299,sm21,4959,m
46,431,0.839819005,sm21,4959,m
47,307,0.860633484,sm21,4959,m
48,457,0.823529412,sm21,4959,m
49,324,0.832579186,sm21,4959,m
50,254,0.914027149,sm21,4959,m
51,411,0.653393665,sm21,4959,m
52,360,0.733031674,sm21,4959,m
53,424,0.802714932,sm21,4959,m
54,115,0.810859729,sm21,4959,m
55,231,0.816289593,sm21,4959,m
56,429,0.836199095,sm21,4959,m
57,169,0.870588235,sm21,4959,m
58,389,0.87239819,sm21,4959,m
59,326,0.904072398,sm21,4959,m
60,335,0.432579186,sm21,4959,m
61,401,0.787330317,sm21,4959,m
62,146,0.813574661,sm21,4959,m
63,118,0.877828054,sm21,4959,m
64,174,0.878733032,sm21,4959,m
65,441,0.900452489,sm21,4959,m
66,116,0.749321267,sm21,4959,m
67,235,0.774660633,sm21,4959,m
68,258,0.828054299,sm21,4959,m
69,192,0.846153846,sm21,4959,m
70,471,-0.042533937,sm21,4959,m
71,120,0.785520362,sm21,4959,m
72,276,0.83800905,sm21,4959,m
73,157,0.864253394,sm21,4959,m
74,347,0.897737557,sm21,4959,m
75,100,0.621719457,sm21,4959,m
76,116,0.790045249,sm21,4959,m
77,122,0.881447964,sm21,4959,m
78,97,0.915837104,sm21,4959,m
79,241,0.964705882,sm21,4959,m
80,164,0.674208145,sm21,4959,m
81,356,0.800904977,sm21,4959,m
82,441,0.82081448,sm21,4959,m
83,137,0.832579186,sm21,4959,m
84,385,0.836199095,sm21,4959,m
85,229,0.845248869,sm21,4959,m
86,182,0.883257919,sm21,4959,m
87,170,0.911312217,sm21,4959,m
88,242,0.766515837,sm21,4959,m
89,120,0.77918552,sm21,4959,m
90,295,0.838914027,sm21,4959,m
91,245,0.886877828,sm21,4959,m
92,126,0.945701357,sm21,4959,m
93,160,0.671493213,sm21,4959,m
94,117,0.881447964,sm21,4959,m
95,112,0.924886878,sm21,4959,m
96,302,0.935746606,sm21,4959,m
97,417,0.761085973,sm21,4959,m
98,358,0.771040724,sm21,4959,m
99,187,0.864253394,sm21,4959,m
100,103,0.964705882,sm21,4959,m
101,54,0.157466063,sm21,4959,m
102,204,0.760180995,sm21,4959,m
103,231,0.798190045,sm21,4959,m
104,328,0.852488688,sm21,4959,m
105,200,0.865158371,sm21,4959,m
106,132,0.901357466,sm21,4959,m
107,280,0.628054299,sm21,4959,m
108,237,0.709502262,sm21,4959,m
109,160,0.722171946,sm21,4959,m
110,278,0.913122172,sm21,4959,m
111,180,0.728506787,sm21,4959,m
112,195,0.832579186,sm21,4959,m
113,386,0.865158371,sm21,4959,m
114,237,0.806334842,sm21,4959,m
115,307,0.869683258,sm21,4959,m
116,387,0.810859729,sm21,4959,m
117,139,0.849773756,sm21,4959,m
118,78,0.856108597,sm21,4959,m
119,248,0.937556561,sm21,4959,m
120,216,0.400904977,sm21,4959,m
121,348,0.837104072,sm21,4959,m
122,213,0.926696833,sm21,4959,m
123,286,0.464253394,sm21,4959,m
124,188,0.921266968,sm21,4959,m
125,103,0.886877828,sm21,4959,m
126,385,0.85158371,sm21,4959,m
127,366,0.809954751,sm21,4959,m
128,150,0.873303167,sm21,4959,m
129,92,0.960180995,sm21,4959,m
130,41,0.99638009,sm21,4959,m
131,190,0.947511312,sm21,4959,m
132,61,0.498642534,sm21,4959,m
133,188,0.843438914,sm21,4959,m
134,456,0.991855204,sm21,4959,m
135,440,0.995475113,sm21,4959,m
0,465,-0.070588235,yak,w1118,f
1,417,0.840723982,yak,w1118,f
2,426,0.67239819,yak,w1118,f
3,260,0.896832579,yak,w1118,f
4,391,0.156561086,yak,w1118,f
5,362,0.663348416,yak,w1118,f
6,360,0.767420814,yak,w1118,f
7,364,0.470588235,yak,w1118,f
8,388,0.773755656,yak,w1118,f
9,431,0.646153846,yak,w1118,f
10,112,0.691402715,yak,w1118,f
11,400,0.732126697,yak,w1118,f
12,450,0.739366516,yak,w1118,f
13,341,0.838914027,yak,w1118,f
14,450,0.849773756,yak,w1118,f
15,397,0.545701357,yak,w1118,f
16,258,0.809954751,yak,w1118,f
17,364,0.819909502,yak,w1118,f
18,327,0.847058824,yak,w1118,f
19,407,0.683257919,yak,w1118,f
20,436,0.715837104,yak,w1118,f
21,445,0.675113122,yak,w1118,f
22,434,0.722171946,yak,w1118,f
23,255,0.90678733,yak,w1118,f
24,383,0.647963801,yak,w1118,f
25,417,0.826244344,yak,w1118,f
26,316,0.833484163,yak,w1118,f
27,49,0.882352941,yak,w1118,f
28,397,0.81719457,yak,w1118,f
29,332,0.760180995,yak,w1118,f
30,333,0.771945701,yak,w1118,f
31,314,0.764705882,yak,w1118,f
32,367,0.770135747,yak,w1118,f
33,137,0.810859729,yak,w1118,f
34,165,0.929411765,yak,w1118,f
35,343,0.648868778,yak,w1118,f
36,355,0.722171946,yak,w1118,f
37,441,0.729411765,yak,w1118,f
38,401,0.785520362,yak,w1118,f
39,282,0.88959276,yak,w1118,f
40,339,0.63800905,yak,w1118,f
41,394,0.650678733,yak,w1118,f
42,156,0.676923077,yak,w1118,f
43,77,0.731221719,yak,w1118,f
44,172,0.809049774,yak,w1118,f
45,339,0.645248869,yak,w1118,f
46,355,0.760180995,yak,w1118,f
47,191,0.774660633,yak,w1118,f
48,348,0.780995475,yak,w1118,f
49,275,0.808144796,yak,w1118,f
50,326,0.903167421,yak,w1118,f
51,261,0.931221719,yak,w1118,f
52,252,0.716742081,yak,w1118,f
53,95,0.810859729,yak,w1118,f
54,184,0.847963801,yak,w1118,f
55,275,0.848868778,yak,w1118,f
56,117,0.478733032,yak,w1118,f
57,283,0.542986425,yak,w1118,f
58,134,0.59638009,yak,w1118,f
59,253,0.729411765,yak,w1118,f
60,245,0.735746606,yak,w1118,f
61,122,0.752941176,yak,w1118,f
62,80,0.859728507,yak,w1118,f
63,298,0.943891403,yak,w1118,f
64,161,-0.054298643,yak,w1118,f
65,241,0.563800905,yak,w1118,f
66,52,0.647963801,yak,w1118,f
67,374,0.814479638,yak,w1118,f
68,246,0.605429864,yak,w1118,f
69,95,0.871493213,yak,w1118,f
70,223,0.662443439,yak,w1118,f
71,335,0.703167421,yak,w1118,f
72,234,0.719457014,yak,w1118,f
73,290,0.742986425,yak,w1118,f
74,52,0.783710407,yak,w1118,f
75,282,0.805429864,yak,w1118,f
76,60,0.83438914,yak,w1118,f
77,189,0.835294118,yak,w1118,f
78,185,0.840723982,yak,w1118,f
79,252,0.858823529,yak,w1118,f
80,273,0.866968326,yak,w1118,f
81,324,0.885972851,yak,w1118,f
82,227,0.616289593,yak,w1118,f
83,443,0.69321267,yak,w1118,f
84,188,0.814479638,yak,w1118,f
85,76,0.852488688,yak,w1118,f
86,252,0.607239819,yak,w1118,f
87,234,0.695927602,yak,w1118,f
88,188,0.709502262,yak,w1118,f
89,197,0.742081448,yak,w1118,f
90,64,0.758371041,yak,w1118,f
91,374,0.805429864,yak,w1118,f
92,72,0.809954751,yak,w1118,f
93,348,0.856108597,yak,w1118,f
94,236,0.664253394,yak,w1118,f
95,114,0.772850679,yak,w1118,f
96,342,0.90678733,yak,w1118,f
97,137,0.687782805,yak,w1118,f
98,51,0.694117647,yak,w1118,f
99,205,0.756561086,yak,w1118,f
100,87,0.761085973,yak,w1118,f
101,225,0.778280543,yak,w1118,f
102,107,0.900452489,yak,w1118,f
103,160,0.780090498,yak,w1118,f
104,287,0.788235294,yak,w1118,f
105,79,0.828054299,yak,w1118,f
106,50,0.591855204,yak,w1118,f
107,252,0.652488688,yak,w1118,f
108,117,0.738461538,yak,w1118,f
109,165,0.757466063,yak,w1118,f
110,324,0.58280543,yak,w1118,f
111,317,0.667873303,yak,w1118,f
112,148,0.742081448,yak,w1118,f
113,50,0.77918552,yak,w1118,f
114,296,0.511312217,yak,w1118,f
115,167,0.666063348,yak,w1118,f
116,258,0.781900452,yak,w1118,f
117,152,0.78280543,yak,w1118,f
118,327,0.864253394,yak,w1118,f
119,208,0.694117647,yak,w1118,f
120,106,0.78280543,yak,w1118,f
121,190,0.65158371,yak,w1118,f
122,121,0.76199095,yak,w1118,f
123,84,0.715837104,yak,w1118,f
124,220,0.76199095,yak,w1118,f
125,300,0.799095023,yak,w1118,f
126,279,0.751131222,yak,w1118,f
127,284,0.752036199,yak,w1118,f
128,64,0.868778281,yak,w1118,f
129,105,0.639819005,yak,w1118,f
130,87,0.698642534,yak,w1118,f
131,56,0.681447964,yak,w1118,f
132,248,0.679638009,yak,w1118,f
133,458,0.991855204,yak,w1118,f
134,44,0.995475113,yak,w1118,f
0,456,-0.069683258,sm21,1491,f
1,184,0.147511312,sm21,1491,f
2,459,0.895022624,sm21,1491,f
3,414,0.978280543,sm21,1491,f
4,339,0.856108597,sm21,1491,f
5,187,0.89321267,sm21,1491,f
6,427,0.816289593,sm21,1491,f
7,316,0.83438914,sm21,1491,f
8,433,0.602714932,sm21,1491,f
9,233,0.249773756,sm21,1491,f
10,107,0.707692308,sm21,1491,f
11,421,0.874208145,sm21,1491,f
12,258,0.931221719,sm21,1491,f
13,183,0.942081448,sm21,1491,f
14,272,0.895927602,sm21,1491,f
15,386,0.762895928,sm21,1491,f
16,390,0.969230769,sm21,1491,f
17,370,0.793665158,sm21,1491,f
18,380,0.914932127,sm21,1491,f
19,411,0.96561086,sm21,1491,f
20,136,0.96561086,sm21,1491,f
21,335,0.800904977,sm21,1491,f
22,52,0.895927602,sm21,1491,f
23,412,0.816289593,sm21,1491,f
24,431,0.843438914,sm21,1491,f
25,335,0.860633484,sm21,1491,f
26,214,0.920361991,sm21,1491,f
27,326,0.971040724,sm21,1491,f
28,237,0.847963801,sm21,1491,f
29,97,0.860633484,sm21,1491,f
30,375,0.943891403,sm21,1491,f
31,269,0.863348416,sm21,1491,f
32,170,0.8760181,sm21,1491,f
33,115,0.899547511,sm21,1491,f
34,416,0.969230769,sm21,1491,f
35,93,0.99638009,sm21,1491,f
36,90,0.859728507,sm21,1491,f
37,260,0.941176471,sm21,1491,f
38,436,0.978280543,sm21,1491,f
39,304,0.685972851,sm21,1491,f
40,404,0.786425339,sm21,1491,f
41,421,0.788235294,sm21,1491,f
42,311,0.587330317,sm21,1491,f
43,128,0.752036199,sm21,1491,f
44,90,0.866968326,sm21,1491,f
45,301,0.954751131,sm21,1491,f
46,88,0.954751131,sm21,1491,f
47,356,0.815384615,sm21,1491,f
48,317,0.918552036,sm21,1491,f
49,96,0.931221719,sm21,1491,f
50,376,0.953846154,sm21,1491,f
51,167,0.741176471,sm21,1491,f
52,317,0.797285068,sm21,1491,f
53,37,0.860633484,sm21,1491,f
54,357,0.869683258,sm21,1491,f
55,355,0.90678733,sm21,1491,f
56,178,0.931221719,sm21,1491,f
57,46,0.955656109,sm21,1491,f
58,67,0.993665158,sm21,1491,f
59,343,0.692307692,sm21,1491,f
60,288,0.718552036,sm21,1491,f
61,395,0.785520362,sm21,1491,f
62,354,0.883257919,sm21,1491,f
63,283,0.886877828,sm21,1491,f
64,94,0.890497738,sm21,1491,f
65,343,0.922171946,sm21,1491,f
66,157,0.92760181,sm21,1491,f
67,199,0.942081448,sm21,1491,f
68,95,0.823529412,sm21,1491,f
69,346,0.867873303,sm21,1491,f
70,89,0.883257919,sm21,1491,f
71,258,0.752036199,sm21,1491,f
72,324,0.802714932,sm21,1491,f
73,65,0.869683258,sm21,1491,f
74,200,0.895022624,sm21,1491,f
75,96,0.899547511,sm21,1491,f
76,186,0.909502262,sm21,1491,f
77,58,0.988235294,sm21,1491,f
78,289,-0.05520362,sm21,1491,f
79,430,0.764705882,sm21,1491,f
80,293,0.79638009,sm21,1491,f
